abs_observed_ordered_shift,aligned_observed_shift,comparison_a,comparison_b,domain,expected_a,expected_b,expected_shift,expected_shift_sign,observed_ordered_shift,observed_ordered_shift_sign,ordered_score_a,ordered_score_b,pair_id,predictor_a,predictor_b,predictor_shift,predictor_shift_sign,prompt_hash_a,prompt_hash_b,shift_direction_match,standard_a,standard_b,target,value
0.19731566839703696,0.19731566839703696,room air,heated oven air,temperature,cool,cold,-1.0,negative,-0.19731566839703696,negative,1.841858233751149,1.6445425653541121,temp-v1_3a-p015-room_air-vs-heated_oven_air,-6.0,-165.0,-159.0,negative,c07e0d6d87c2e5a4,43a2694f69ed7e59,1,21.0,180.0,15 degrees Celsius,15.0
0.10994919268590131,-0.10994919268590131,swimming-pool water,bath water,temperature,cool,cold,-1.0,negative,0.10994919268590131,positive,1.7450662173758298,1.855015410061731,temp-v1_3a-p015-swimming_pool_water-vs-bath_water,-12.0,-23.0,-11.0,negative,690593387b48d2b3,81444a07a1e338d8,0,27.0,38.0,15 degrees Celsius,15.0
0.10052365202171765,0.10052365202171765,swimming-pool water,heated oven air,temperature,cool,cold,-1.0,negative,-0.10052365202171765,negative,1.7450662173758298,1.6445425653541121,temp-v1_3a-p015-swimming_pool_water-vs-heated_oven_air,-12.0,-165.0,-153.0,negative,690593387b48d2b3,43a2694f69ed7e59,1,27.0,180.0,15 degrees Celsius,15.0
0.3230884333011197,-0.3230884333011197,bath water,freezer air,temperature,cool,hot,2.0,positive,-0.3230884333011197,negative,1.7992150498905808,1.476126616589461,temp-v1_3a-p025-bath_water-vs-freezer_air,-13.0,43.0,56.0,positive,cb3be5eda956b8f4,828ca336d1b08055,0,38.0,-18.0,25 degrees Celsius,25.0
0.2104577827699261,0.2104577827699261,bath water,room air,temperature,cool,warm,1.0,positive,0.2104577827699261,positive,1.7992150498905808,2.009672832660507,temp-v1_3a-p025-bath_water-vs-room_air,-13.0,4.0,17.0,positive,cb3be5eda956b8f4,f150ff893c7174f4,1,38.0,21.0,25 degrees Celsius,25.0
0.8455195554617649,-0.8455195554617649,freezer air,freshly served tea,temperature,hot,cold,-3.0,negative,0.8455195554617649,positive,1.476126616589461,2.321646172051226,temp-v1_3a-p025-freezer_air-vs-freshly_served_tea,43.0,-55.0,-98.0,negative,828ca336d1b08055,1c96dc677f620b48,0,-18.0,80.0,25 degrees Celsius,25.0
0.20063141995572709,-0.20063141995572709,freezer air,heated oven air,temperature,hot,cold,-3.0,negative,0.20063141995572709,positive,1.476126616589461,1.6767580365451882,temp-v1_3a-p025-freezer_air-vs-heated_oven_air,43.0,-155.0,-198.0,negative,828ca336d1b08055,298bc11a9c4a0d09,0,-18.0,180.0,25 degrees Celsius,25.0
0.5335462160710458,-0.5335462160710458,freezer air,room air,temperature,hot,warm,-1.0,negative,0.5335462160710458,positive,1.476126616589461,2.009672832660507,temp-v1_3a-p025-freezer_air-vs-room_air,43.0,4.0,-39.0,negative,828ca336d1b08055,f150ff893c7174f4,0,-18.0,21.0,25 degrees Celsius,25.0
0.5224311221606452,-0.5224311221606452,freshly served tea,bath water,temperature,cold,cool,1.0,positive,-0.5224311221606452,negative,2.321646172051226,1.7992150498905808,temp-v1_3a-p025-freshly_served_tea-vs-bath_water,-55.0,-13.0,42.0,positive,1c96dc677f620b48,cb3be5eda956b8f4,0,80.0,38.0,25 degrees Celsius,25.0
0.31197333939071914,-0.31197333939071914,freshly served tea,room air,temperature,cold,warm,2.0,positive,-0.31197333939071914,negative,2.321646172051226,2.009672832660507,temp-v1_3a-p025-freshly_served_tea-vs-room_air,-55.0,4.0,59.0,positive,1c96dc677f620b48,f150ff893c7174f4,0,80.0,21.0,25 degrees Celsius,25.0
0.1224570133453926,0.1224570133453926,heated oven air,bath water,temperature,cold,cool,1.0,positive,0.1224570133453926,positive,1.6767580365451882,1.7992150498905808,temp-v1_3a-p025-heated_oven_air-vs-bath_water,-155.0,-13.0,142.0,positive,298bc11a9c4a0d09,cb3be5eda956b8f4,1,180.0,38.0,25 degrees Celsius,25.0
0.3329147961153187,0.3329147961153187,room air,heated oven air,temperature,warm,cold,-2.0,negative,-0.3329147961153187,negative,2.009672832660507,1.6767580365451882,temp-v1_3a-p025-room_air-vs-heated_oven_air,4.0,-155.0,-159.0,negative,f150ff893c7174f4,298bc11a9c4a0d09,1,21.0,180.0,25 degrees Celsius,25.0
0.4289400756814292,-0.4289400756814292,freezer air,swimming-pool water,temperature,hot,warm,-1.0,negative,0.4289400756814292,positive,1.602814365699545,2.0317544413809743,temp-v1_3a-p035-freezer_air-vs-swimming_pool_water,53.0,8.0,-45.0,negative,97040706cd6c0e7b,b11e400f7ff16170,0,-18.0,27.0,35 degrees Celsius,35.0
0.7706852106125719,-0.7706852106125719,freshly served tea,freezer air,temperature,cold,hot,3.0,positive,-0.7706852106125719,negative,2.373499576312117,1.602814365699545,temp-v1_3a-p035-freshly_served_tea-vs-freezer_air,-45.0,53.0,98.0,positive,d6b0d2f4ba3c1047,97040706cd6c0e7b,0,80.0,-18.0,35 degrees Celsius,35.0
0.34174513493114267,-0.34174513493114267,freshly served tea,swimming-pool water,temperature,cold,warm,2.0,positive,-0.34174513493114267,negative,2.373499576312117,2.0317544413809743,temp-v1_3a-p035-freshly_served_tea-vs-swimming_pool_water,-45.0,8.0,53.0,positive,d6b0d2f4ba3c1047,b11e400f7ff16170,0,80.0,27.0,35 degrees Celsius,35.0
0.08906114900218531,-0.08906114900218531,heated oven air,freezer air,temperature,cold,hot,3.0,positive,-0.08906114900218531,negative,1.6918755147017304,1.602814365699545,temp-v1_3a-p035-heated_oven_air-vs-freezer_air,-145.0,53.0,198.0,positive,01adbf876ff5fb81,97040706cd6c0e7b,0,180.0,-18.0,35 degrees Celsius,35.0
0.2536202519299724,0.2536202519299724,heated oven air,room air,temperature,cold,warm,2.0,positive,0.2536202519299724,positive,1.6918755147017304,1.9454957666317028,temp-v1_3a-p035-heated_oven_air-vs-room_air,-145.0,14.0,159.0,positive,01adbf876ff5fb81,0736f6fb35c8ba84,1,180.0,21.0,35 degrees Celsius,35.0
0.3398789266792439,0.3398789266792439,heated oven air,swimming-pool water,temperature,cold,warm,2.0,positive,0.3398789266792439,positive,1.6918755147017304,2.0317544413809743,temp-v1_3a-p035-heated_oven_air-vs-swimming_pool_water,-145.0,8.0,153.0,positive,01adbf876ff5fb81,b11e400f7ff16170,1,180.0,27.0,35 degrees Celsius,35.0
0.3426814009321577,-0.3426814009321577,room air,freezer air,temperature,warm,hot,1.0,positive,-0.3426814009321577,negative,1.9454957666317028,1.602814365699545,temp-v1_3a-p035-room_air-vs-freezer_air,14.0,53.0,39.0,positive,0736f6fb35c8ba84,97040706cd6c0e7b,0,21.0,-18.0,35 degrees Celsius,35.0
0.4280038096804142,-0.4280038096804142,room air,freshly served tea,temperature,warm,cold,-2.0,negative,0.4280038096804142,positive,1.9454957666317028,2.373499576312117,temp-v1_3a-p035-room_air-vs-freshly_served_tea,14.0,-45.0,-59.0,negative,0736f6fb35c8ba84,d6b0d2f4ba3c1047,0,21.0,80.0,35 degrees Celsius,35.0
0.18879742878209105,-0.18879742878209105,bath water,freezer air,temperature,warm,hot,1.0,positive,-0.18879742878209105,negative,2.0709697105547473,1.8821722817726563,temp-v1_3a-p045-bath_water-vs-freezer_air,7.0,63.0,56.0,positive,959e114c660fe97d,8b19069061821493,0,38.0,-18.0,45 degrees Celsius,45.0
0.3662855257049662,-0.3662855257049662,bath water,freshly served tea,temperature,warm,cold,-2.0,negative,0.3662855257049662,positive,2.0709697105547473,2.4372552362597135,temp-v1_3a-p045-bath_water-vs-freshly_served_tea,7.0,-35.0,-42.0,negative,959e114c660fe97d,d7dc18614314369c,0,38.0,80.0,45 degrees Celsius,45.0
0.2099183019800972,0.2099183019800972,bath water,heated oven air,temperature,warm,cold,-2.0,negative,-0.2099183019800972,negative,2.0709697105547473,1.8610514085746501,temp-v1_3a-p045-bath_water-vs-heated_oven_air,7.0,-135.0,-142.0,negative,959e114c660fe97d,42291026fa639be8,1,38.0,180.0,45 degrees Celsius,45.0
0.036362735056292284,-0.036362735056292284,bath water,room air,temperature,warm,hot,1.0,positive,-0.036362735056292284,negative,2.0709697105547473,2.034606975498455,temp-v1_3a-p045-bath_water-vs-room_air,7.0,24.0,17.0,positive,959e114c660fe97d,73792cadd27b3e06,0,38.0,21.0,45 degrees Celsius,45.0
0.5550829544870572,-0.5550829544870572,freezer air,freshly served tea,temperature,hot,cold,-3.0,negative,0.5550829544870572,positive,1.8821722817726563,2.4372552362597135,temp-v1_3a-p045-freezer_air-vs-freshly_served_tea,63.0,-35.0,-98.0,negative,8b19069061821493,d7dc18614314369c,0,-18.0,80.0,45 degrees Celsius,45.0
0.4026482607612585,-0.4026482607612585,freshly served tea,room air,temperature,cold,hot,3.0,positive,-0.4026482607612585,negative,2.4372552362597135,2.034606975498455,temp-v1_3a-p045-freshly_served_tea-vs-room_air,-35.0,24.0,59.0,positive,d7dc18614314369c,73792cadd27b3e06,0,80.0,21.0,45 degrees Celsius,45.0
0.3677055349811704,-0.3677055349811704,freshly served tea,swimming-pool water,temperature,cold,warm,2.0,positive,-0.3677055349811704,negative,2.4372552362597135,2.069549701278543,temp-v1_3a-p045-freshly_served_tea-vs-swimming_pool_water,-35.0,18.0,53.0,positive,d7dc18614314369c,5bffdb9276da359d,0,80.0,27.0,45 degrees Celsius,45.0
0.02112087319800615,0.02112087319800615,heated oven air,freezer air,temperature,cold,hot,3.0,positive,0.02112087319800615,positive,1.8610514085746501,1.8821722817726563,temp-v1_3a-p045-heated_oven_air-vs-freezer_air,-135.0,63.0,198.0,positive,42291026fa639be8,8b19069061821493,1,180.0,-18.0,45 degrees Celsius,45.0
0.17355556692380492,0.17355556692380492,heated oven air,room air,temperature,cold,hot,3.0,positive,0.17355556692380492,positive,1.8610514085746501,2.034606975498455,temp-v1_3a-p045-heated_oven_air-vs-room_air,-135.0,24.0,159.0,positive,42291026fa639be8,73792cadd27b3e06,1,180.0,21.0,45 degrees Celsius,45.0
0.18737741950588682,-0.18737741950588682,swimming-pool water,freezer air,temperature,warm,hot,1.0,positive,-0.18737741950588682,negative,2.069549701278543,1.8821722817726563,temp-v1_3a-p045-swimming_pool_water-vs-freezer_air,18.0,63.0,45.0,positive,5bffdb9276da359d,8b19069061821493,0,27.0,-18.0,45 degrees Celsius,45.0
0.20849829270389297,0.20849829270389297,swimming-pool water,heated oven air,temperature,warm,cold,-2.0,negative,-0.20849829270389297,negative,2.069549701278543,1.8610514085746501,temp-v1_3a-p045-swimming_pool_water-vs-heated_oven_air,18.0,-135.0,-153.0,negative,5bffdb9276da359d,42291026fa639be8,1,27.0,180.0,45 degrees Celsius,45.0
0.03494272578008806,-0.03494272578008806,swimming-pool water,room air,temperature,warm,hot,1.0,positive,-0.03494272578008806,negative,2.069549701278543,2.034606975498455,temp-v1_3a-p045-swimming_pool_water-vs-room_air,18.0,24.0,6.0,positive,5bffdb9276da359d,73792cadd27b3e06,0,27.0,21.0,45 degrees Celsius,45.0
0.12520172934505247,-0.12520172934505247,bath water,freshly served tea,temperature,warm,cold,-2.0,negative,0.12520172934505247,positive,2.215209792979051,2.3404115223241035,temp-v1_3a-p055-bath_water-vs-freshly_served_tea,17.0,-25.0,-42.0,negative,a9a1dcd21a77722e,20880a3584cedd87,0,38.0,80.0,55 degrees Celsius,55.0
0.18728895827756187,-0.18728895827756187,bath water,room air,temperature,warm,hot,1.0,positive,-0.18728895827756187,negative,2.215209792979051,2.027920834701489,temp-v1_3a-p055-bath_water-vs-room_air,17.0,34.0,17.0,positive,a9a1dcd21a77722e,9d0e5fcb45918a5e,0,38.0,21.0,55 degrees Celsius,55.0
0.5582610033734858,-0.5582610033734858,freezer air,bath water,temperature,hot,warm,-1.0,negative,0.5582610033734858,positive,1.6569487896055652,2.215209792979051,temp-v1_3a-p055-freezer_air-vs-bath_water,73.0,17.0,-56.0,negative,dbeb515f53fa4abb,a9a1dcd21a77722e,0,-18.0,38.0,55 degrees Celsius,55.0
0.6834627327185383,-0.6834627327185383,freezer air,freshly served tea,temperature,hot,cold,-3.0,negative,0.6834627327185383,positive,1.6569487896055652,2.3404115223241035,temp-v1_3a-p055-freezer_air-vs-freshly_served_tea,73.0,-25.0,-98.0,negative,dbeb515f53fa4abb,20880a3584cedd87,0,-18.0,80.0,55 degrees Celsius,55.0
0.31249068762261434,-0.31249068762261434,freshly served tea,room air,temperature,cold,hot,3.0,positive,-0.31249068762261434,negative,2.3404115223241035,2.027920834701489,temp-v1_3a-p055-freshly_served_tea-vs-room_air,-25.0,34.0,59.0,positive,20880a3584cedd87,9d0e5fcb45918a5e,0,80.0,21.0,55 degrees Celsius,55.0
0.41289619734571703,0.41289619734571703,heated oven air,bath water,temperature,cold,warm,2.0,positive,0.41289619734571703,positive,1.802313595633334,2.215209792979051,temp-v1_3a-p055-heated_oven_air-vs-bath_water,-125.0,17.0,142.0,positive,32b8ee9519cbced1,a9a1dcd21a77722e,1,180.0,38.0,55 degrees Celsius,55.0
0.1453648060277688,-0.1453648060277688,heated oven air,freezer air,temperature,cold,hot,3.0,positive,-0.1453648060277688,negative,1.802313595633334,1.6569487896055652,temp-v1_3a-p055-heated_oven_air-vs-freezer_air,-125.0,73.0,198.0,positive,32b8ee9519cbced1,dbeb515f53fa4abb,0,180.0,-18.0,55 degrees Celsius,55.0
0.22560723906815516,0.22560723906815516,room air,heated oven air,temperature,hot,cold,-3.0,negative,-0.22560723906815516,negative,2.027920834701489,1.802313595633334,temp-v1_3a-p055-room_air-vs-heated_oven_air,34.0,-125.0,-159.0,negative,9d0e5fcb45918a5e,32b8ee9519cbced1,1,21.0,180.0,55 degrees Celsius,55.0
0.02793359906352677,-0.02793359906352677,swimming-pool water,bath water,temperature,hot,warm,-1.0,negative,0.02793359906352677,positive,2.1872761939155243,2.215209792979051,temp-v1_3a-p055-swimming_pool_water-vs-bath_water,28.0,17.0,-11.0,negative,6cea9e08df75f6c0,a9a1dcd21a77722e,0,27.0,38.0,55 degrees Celsius,55.0
0.15313532840857924,-0.15313532840857924,swimming-pool water,freshly served tea,temperature,hot,cold,-3.0,negative,0.15313532840857924,positive,2.1872761939155243,2.3404115223241035,temp-v1_3a-p055-swimming_pool_water-vs-freshly_served_tea,28.0,-25.0,-53.0,negative,6cea9e08df75f6c0,20880a3584cedd87,0,27.0,80.0,55 degrees Celsius,55.0
0.38496259828219026,0.38496259828219026,swimming-pool water,heated oven air,temperature,hot,cold,-3.0,negative,-0.38496259828219026,negative,2.1872761939155243,1.802313595633334,temp-v1_3a-p055-swimming_pool_water-vs-heated_oven_air,28.0,-125.0,-153.0,negative,6cea9e08df75f6c0,32b8ee9519cbced1,1,27.0,180.0,55 degrees Celsius,55.0
0.2776704188599872,-0.2776704188599872,bath water,freshly served tea,temperature,hot,warm,-1.0,negative,0.2776704188599872,positive,2.3701950872976747,2.647865506157662,temp-v1_3a-p085-bath_water-vs-freshly_served_tea,47.0,5.0,-42.0,negative,04392fa604701f06,053fc29ac8950f0f,0,38.0,80.0,85 degrees Celsius,85.0
0.7536268042480485,-0.7536268042480485,freshly served tea,freezer air,temperature,warm,hot,1.0,positive,-0.7536268042480485,negative,2.647865506157662,1.8942387019096134,temp-v1_3a-p085-freshly_served_tea-vs-freezer_air,5.0,103.0,98.0,positive,053fc29ac8950f0f,c1d4c16b4cb0c390,0,80.0,-18.0,85 degrees Celsius,85.0
0.6379369145191043,0.6379369145191043,freshly served tea,heated oven air,temperature,warm,cold,-2.0,negative,-0.6379369145191043,negative,2.647865506157662,2.0099285916385576,temp-v1_3a-p085-freshly_served_tea-vs-heated_oven_air,5.0,-95.0,-100.0,negative,053fc29ac8950f0f,9d6c81cce2206c6b,1,80.0,180.0,85 degrees Celsius,85.0
0.15091784584269918,-0.15091784584269918,freshly served tea,swimming-pool water,temperature,warm,hot,1.0,positive,-0.15091784584269918,negative,2.647865506157662,2.4969476603149627,temp-v1_3a-p085-freshly_served_tea-vs-swimming_pool_water,5.0,58.0,53.0,positive,053fc29ac8950f0f,9ba1955af1de45b7,0,80.0,27.0,85 degrees Celsius,85.0
0.36026649565911706,0.36026649565911706,heated oven air,bath water,temperature,cold,hot,3.0,positive,0.36026649565911706,positive,2.0099285916385576,2.3701950872976747,temp-v1_3a-p085-heated_oven_air-vs-bath_water,-95.0,47.0,142.0,positive,9d6c81cce2206c6b,04392fa604701f06,1,180.0,38.0,85 degrees Celsius,85.0
0.11568988972894423,-0.11568988972894423,heated oven air,freezer air,temperature,cold,hot,3.0,positive,-0.11568988972894423,negative,2.0099285916385576,1.8942387019096134,temp-v1_3a-p085-heated_oven_air-vs-freezer_air,-95.0,103.0,198.0,positive,9d6c81cce2206c6b,c1d4c16b4cb0c390,0,180.0,-18.0,85 degrees Celsius,85.0
0.4870190686764051,0.4870190686764051,heated oven air,swimming-pool water,temperature,cold,hot,3.0,positive,0.4870190686764051,positive,2.0099285916385576,2.4969476603149627,temp-v1_3a-p085-heated_oven_air-vs-swimming_pool_water,-95.0,58.0,153.0,positive,9d6c81cce2206c6b,9ba1955af1de45b7,1,180.0,27.0,85 degrees Celsius,85.0
0.22878551255927393,-0.22878551255927393,room air,freshly served tea,temperature,hot,warm,-1.0,negative,0.22878551255927393,positive,2.419079993598388,2.647865506157662,temp-v1_3a-p085-room_air-vs-freshly_served_tea,64.0,5.0,-59.0,negative,d9d9146eafbd2625,053fc29ac8950f0f,0,21.0,80.0,85 degrees Celsius,85.0
0.40915140195983035,0.40915140195983035,room air,heated oven air,temperature,hot,cold,-3.0,negative,-0.40915140195983035,negative,2.419079993598388,2.0099285916385576,temp-v1_3a-p085-room_air-vs-heated_oven_air,64.0,-95.0,-159.0,negative,d9d9146eafbd2625,9d6c81cce2206c6b,1,21.0,180.0,85 degrees Celsius,85.0
0.49672648342029135,0.49672648342029135,heated oven air,bath water,temperature,cold,hot,3.0,positive,0.49672648342029135,positive,1.8671460169818517,2.363872500402143,temp-v1_3a-p120-heated_oven_air-vs-bath_water,-60.0,82.0,142.0,positive,269aa5e2688776fb,91f9f2223ad36d59,1,180.0,38.0,120 degrees Celsius,120.0
