allow_source_reuse,control_id,expected_sign,match_abs_error,match_mode,match_rank,max_abs_match_error,size_coordinate_kind,size_data_path,size_delta_raw,size_delta_z,size_dimension,size_direction,size_domain,size_donor_coordinate_raw,size_donor_coordinate_z,size_donor_expected_label,size_donor_prompt,size_donor_side,size_match_delta,size_pair_id,size_predicate_family,size_recv_coordinate_raw,size_recv_coordinate_z,size_recv_expected_label,size_recv_prompt,size_recv_side,source_coordinate_kind,source_data_path,source_delta_raw,source_delta_z,source_dimension,source_direction,source_domain,source_donor_coordinate_raw,source_donor_coordinate_z,source_donor_expected_label,source_donor_prompt,source_donor_side,source_match_delta,source_pair_id,source_predicate_family,source_recv_coordinate_raw,source_recv_coordinate_z,source_recv_expected_label,source_recv_prompt,source_recv_side
False,temperature-0010,-1,0.0052540985499607284,domain_z,10,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-1.3862943611198906,-1.462266040419158,size,a_to_b,size,-0.6931471805599453,-0.9254963896149112,tiny,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 60 centimeters counts as",a,-1.462266040419158,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,adjective_counts,0.6931471805599453,0.5367696508042469,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-98.0,-1.4675201389691188,temperature,a_to_b,temperature,-35.0,-0.2535893340237575,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",a,-1.4675201389691188,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,warm_cold,63.0,1.2139308049453614,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",b
False,temperature-0011,1,0.0052540985499607284,domain_z,11,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,1.3862943611198906,1.462266040419158,size,b_to_a,size,0.6931471805599453,0.5367696508042469,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",b,1.462266040419158,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,adjective_counts,-0.6931471805599453,-0.9254963896149112,tiny,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 60 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,98.0,1.4675201389691188,temperature,b_to_a,temperature,63.0,1.2139308049453614,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",b,1.4675201389691188,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,warm_cold,-35.0,-0.2535893340237575,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",a
False,temperature-0012,-1,0.06699232865307492,domain_z,12,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-2.0794415416798357,-2.193399060628737,size,a_to_b,size,-1.3862943611198906,-1.6566294098244903,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 60 centimeters counts as",a,-2.193399060628737,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,adjective_counts,0.6931471805599453,0.5367696508042469,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-142.0,-2.126406731975662,temperature,b_to_a,temperature,-155.0,-2.050552769496148,cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",b,-2.126406731975662,temp-v1_2-p025-bath_water-vs-heated_oven_air,warm_cold,-13.0,0.07585396247951409,cool,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",a
False,temperature-0013,1,0.06699232865307492,domain_z,13,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,2.0794415416798357,2.193399060628737,size,b_to_a,size,0.6931471805599453,0.5367696508042469,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",b,2.193399060628737,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,adjective_counts,-1.3862943611198906,-1.6566294098244903,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 60 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,142.0,2.126406731975662,temperature,a_to_b,temperature,-13.0,0.07585396247951409,cool,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",a,2.126406731975662,temp-v1_2-p025-bath_water-vs-heated_oven_air,warm_cold,-155.0,-2.050552769496148,cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",b
False,temperature-0014,1,0.0572717319074324,domain_z,14,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,0.6931471805599453,0.7311330202095789,size,a_to_b,size,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",a,0.7311330202095789,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,adjective_counts,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,45.0,0.6738612883021465,temperature,b_to_a,temperature,53.0,1.064183851989329,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",b,0.6738612883021465,temp-v1_2-p035-swimming_pool_water-vs-freezer_air,warm_cold,8.0,0.39032256368718243,warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",a
False,temperature-0015,-1,0.0572717319074324,domain_z,15,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-0.6931471805599453,-0.7311330202095789,size,b_to_a,size,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",b,-0.7311330202095789,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,adjective_counts,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-45.0,-0.6738612883021465,temperature,a_to_b,temperature,8.0,0.39032256368718243,warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",a,-0.6738612883021465,temp-v1_2-p035-swimming_pool_water-vs-freezer_air,warm_cold,53.0,1.064183851989329,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",b
False,temperature-0016,-1,0.005254098549960506,domain_z,16,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-1.3862943611198908,-1.4622660404191583,size,a_to_b,size,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",a,-1.4622660404191583,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,adjective_counts,1.0986122886681098,0.964455050665854,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-98.0,-1.4675201389691188,temperature,b_to_a,temperature,-75.0,-0.8525771458478877,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 5 degrees Celsius feels",b,-1.4675201389691188,temp-v1_2-p005-freezer_air-vs-freshly_served_tea,warm_cold,23.0,0.6149429931212312,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",a
False,temperature-0017,1,0.005254098549960506,domain_z,17,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,1.3862943611198908,1.4622660404191583,size,b_to_a,size,1.0986122886681098,0.964455050665854,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",b,1.4622660404191583,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,adjective_counts,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,98.0,1.4675201389691188,temperature,a_to_b,temperature,23.0,0.6149429931212312,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",a,1.4675201389691188,temp-v1_2-p005-freezer_air-vs-freshly_served_tea,warm_cold,-75.0,-0.8525771458478877,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 5 degrees Celsius feels",b
False,temperature-0018,1,0.06699232865307492,domain_z,18,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,2.079441541679836,2.193399060628737,size,a_to_b,size,1.0986122886681098,0.964455050665854,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",a,2.193399060628737,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,adjective_counts,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,142.0,2.126406731975662,temperature,a_to_b,temperature,7.0,0.3753478683915792,warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",a,2.126406731975662,temp-v1_2-p045-bath_water-vs-heated_oven_air,warm_cold,-135.0,-1.751058863584083,cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",b
False,temperature-0019,-1,0.06699232865307492,domain_z,19,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-2.079441541679836,-2.193399060628737,size,b_to_a,size,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",b,-2.193399060628737,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,adjective_counts,1.0986122886681098,0.964455050665854,huge,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-142.0,-2.126406731975662,temperature,b_to_a,temperature,-135.0,-1.751058863584083,cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",b,-2.126406731975662,temp-v1_2-p045-bath_water-vs-heated_oven_air,warm_cold,7.0,0.3753478683915792,warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",a
