comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_huge,logscore_large,logscore_small,logscore_tiny,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_huge,prob_large,prob_small,prob_tiny,prompt,scale_type,side,source,standard_type,target,type,unit,value
Scale class 120 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.49894064682845424,tiny,0.0,False,False,-15.244986534118652,-11.282095909118652,-9.686361312866211,-14.965392112731934,-5.279030799865723,1.1694878619160765,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.0031806852921551446,0.16733324435038463,0.8252793173388419,0.004206753018618354,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 60 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
Scale class 120 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7516700396371012,huge,3.0,False,False,-14.397404670715332,-10.927359580993652,-10.596177101135254,-16.334508895874023,-3.801227569580078,1.4356069447348225,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.012814203598951343,0.41182532936497873,0.5735136752080109,0.0018467918280590664,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
Scale class 240 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6216191214240597,tiny,0.0,False,False,-14.984824180603027,-11.104637145996094,-10.029179573059082,-15.190662384033203,-5.161482810974121,1.2581363244531165,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.0052023362280732245,0.2519661703684454,0.7385969750320059,0.004234518371475384,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 60 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
Scale class 240 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7516700396371012,huge,3.0,False,False,-14.397404670715332,-10.927359580993652,-10.596177101135254,-16.334508895874023,-3.801227569580078,1.4356069447348225,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.012814203598951343,0.41182532936497873,0.5735136752080109,0.0018467918280590664,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 60 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
Scale class 60 objects,Scale class 30 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.760755031003587,large,2.0,False,False,-15.179579734802246,-11.572030067443848,-11.576571464538574,-18.02291488647461,0.0045413970947265625,1.5200448877646562,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_30_objects,large,2.0,adjective_counts,0.013397226798518552,0.49403056985092636,0.4917920676672474,0.000780135683307565,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 90 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 60 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7865867742529153,huge,3.0,False,False,-14.124128341674805,-10.912806510925293,-10.921712875366211,-16.740467071533203,-3.2113218307495117,1.5297244789057967,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_30_objects,large,2.0,adjective_counts,0.019811085112169884,0.4915499027356327,0.4871914180980217,0.001447594054175826,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 120 objects,Scale class 30 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.5177619557098354,small,1.0,False,False,-15.427347183227539,-11.612188339233398,-10.113344192504883,-15.757823944091797,1.4988441467285156,1.1864643274448154,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.003995774010188824,0.18134406694989597,0.8117888715144572,0.0028712875254580227,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 120 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7865867742529153,huge,3.0,False,False,-14.124128341674805,-10.912806510925293,-10.921712875366211,-16.740467071533203,-3.2113218307495117,1.5297244789057967,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,large,2.0,adjective_counts,0.019811085112169884,0.4915499027356327,0.4871914180980217,0.001447594054175826,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 30 objects,Scale class 240 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7865867742529153,huge,3.0,False,False,-14.124128341674805,-10.912806510925293,-10.921712875366211,-16.740467071533203,-3.2113218307495117,1.5297244789057967,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,large,2.0,adjective_counts,0.019811085112169884,0.4915499027356327,0.4871914180980217,0.001447594054175826,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 90 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 30 objects,Scale class 240 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6940658098973361,tiny,0.0,False,False,-14.93450927734375,-11.188899040222168,-10.489151954650879,-15.91067123413086,-5.4215192794799805,1.3409138081377272,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,small,1.0,adjective_counts,0.007755430027463124,0.32832483990247197,0.6609978382503936,0.0029218918196711905,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 60 objects,Scale class 120 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.760755031003587,large,2.0,False,False,-15.179579734802246,-11.572030067443848,-11.576571464538574,-18.02291488647461,0.0045413970947265625,1.5200448877646562,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,large,2.0,adjective_counts,0.013397226798518552,0.49403056985092636,0.4917920676672474,0.000780135683307565,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 90 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 60 objects,Scale class 120 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.5177619557098354,small,1.0,False,False,-15.427347183227539,-11.612188339233398,-10.113344192504883,-15.757823944091797,1.4988441467285156,1.1864643274448154,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,small,1.0,adjective_counts,0.003995774010188824,0.18134406694989597,0.8117888715144572,0.0028712875254580227,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 60 objects,Scale class 240 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.760755031003587,large,2.0,False,False,-15.179579734802246,-11.572030067443848,-11.576571464538574,-18.02291488647461,0.0045413970947265625,1.5200448877646562,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_240_objects,large,2.0,adjective_counts,0.013397226798518552,0.49403056985092636,0.4917920676672474,0.000780135683307565,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 90 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 60 objects,Scale class 240 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6940658098973361,tiny,0.0,False,False,-14.93450927734375,-11.188899040222168,-10.489151954650879,-15.91067123413086,-5.4215192794799805,1.3409138081377272,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_240_objects,small,1.0,adjective_counts,0.007755430027463124,0.32832483990247197,0.6609978382503936,0.0029218918196711905,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 120 objects,Scale class 240 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.5177619557098354,small,1.0,False,False,-15.427347183227539,-11.612188339233398,-10.113344192504883,-15.757823944091797,1.4988441467285156,1.1864643274448154,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,small,1.0,adjective_counts,0.003995774010188824,0.18134406694989597,0.8117888715144572,0.0028712875254580227,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 90 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 120 objects,Scale class 240 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6940658098973361,tiny,0.0,False,False,-14.93450927734375,-11.188899040222168,-10.489151954650879,-15.91067123413086,-5.4215192794799805,1.3409138081377272,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,small,1.0,adjective_counts,0.007755430027463124,0.32832483990247197,0.6609978382503936,0.0029218918196711905,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 90 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
Scale class 240 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6338827311123998,tiny,0.0,False,False,-15.234710693359375,-11.37166976928711,-10.33942985534668,-15.377090454101562,-5.037660598754883,1.2661571368237845,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.005460460457402861,0.25997202865472063,0.7298316981421344,0.004735812745741856,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 120 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,120 centimeters,gradable_scalar,centimeters,120
Scale class 240 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7831599196744663,huge,3.0,False,False,-13.981863021850586,-10.735944747924805,-10.600130081176758,-15.972387313842773,-3.381732940673828,1.4898095200374872,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.017779793711757537,0.4566790751658244,0.5231119885705658,0.0024291425518522787,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 120 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,120 centimeters,gradable_scalar,centimeters,120
Scale class 240 objects,Scale class 60 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6338827311123998,tiny,0.0,False,False,-15.234710693359375,-11.37166976928711,-10.33942985534668,-15.377090454101562,-5.037660598754883,1.2661571368237845,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,small,1.0,adjective_counts,0.005460460457402861,0.25997202865472063,0.7298316981421344,0.004735812745741856,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 120 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,120 centimeters,gradable_scalar,centimeters,120
Scale class 240 objects,Scale class 60 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7694295849543626,huge,3.0,False,False,-15.017489433288574,-11.511444091796875,-11.72031021118164,-17.456485748291016,-3.506045341491699,1.5733908965027263,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,large,2.0,adjective_counts,0.01627610290183152,0.5422587542679341,0.44004507926136327,0.0014200635688710016,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 120 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,120 centimeters,gradable_scalar,centimeters,120
Scale class 30 objects,Scale class 120 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7718887839566381,huge,3.0,False,False,-14.463080406188965,-11.323123931884766,-10.979857444763184,-16.346920013427734,-3.4832229614257812,1.4391258512405938,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,small,1.0,adjective_counts,0.017599630752079973,0.40660182764610975,0.5731233036921344,0.0026752379096758898,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 180 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 30 objects,Scale class 120 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.7526273099779165,large,2.0,False,False,-15.556364059448242,-11.617659568786621,-11.636795997619629,-17.277250289916992,0.019136428833007812,1.516697316704627,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,large,2.0,adjective_counts,0.009717264690237537,0.49900127909318204,0.48954296444754974,0.0017384917690305148,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 180 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 240 objects,Scale class 30 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.6670527122518798,small,1.0,False,False,-15.571465492248535,-11.624692916870117,-10.808852195739746,-16.26203155517578,0.8158407211303711,1.3127436561995984,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.005871275971265237,0.3039443292569443,0.6872411697719141,0.002943224999876516,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 180 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 240 objects,Scale class 30 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7718887839566381,huge,3.0,False,False,-14.463080406188965,-11.323123931884766,-10.979857444763184,-16.346920013427734,-3.4832229614257812,1.4391258512405938,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_30_objects,small,1.0,adjective_counts,0.017599630752079973,0.40660182764610975,0.5731233036921344,0.0026752379096758898,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 180 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 60 objects,Scale class 120 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7793489998359096,huge,3.0,False,False,-15.18234634399414,-11.849658966064453,-12.006443977355957,-17.896163940429688,-3.3326873779296875,1.564741494336853,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_120_objects,large,2.0,adjective_counts,0.018857881027630124,0.5282756944951886,0.4516164622635855,0.0012499622135958455,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 180 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 60 objects,Scale class 120 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.7526273099779165,large,2.0,False,False,-15.556364059448242,-11.617659568786621,-11.636795997619629,-17.277250289916992,0.019136428833007812,1.516697316704627,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_120_objects,large,2.0,adjective_counts,0.009717264690237537,0.49900127909318204,0.48954296444754974,0.0017384917690305148,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 180 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 240 objects,Scale class 60 objects,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.6670527122518798,small,1.0,False,False,-15.571465492248535,-11.624692916870117,-10.808852195739746,-16.26203155517578,0.8158407211303711,1.3127436561995984,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_60_objects,small,1.0,adjective_counts,0.005871275971265237,0.3039443292569443,0.6872411697719141,0.002943224999876516,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 180 centimeters counts as",relative_open_size,a,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
Scale class 240 objects,Scale class 60 objects,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.7793489998359096,huge,3.0,False,False,-15.18234634399414,-11.849658966064453,-12.006443977355957,-17.896163940429688,-3.3326873779296875,1.564741494336853,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_60_objects,large,2.0,adjective_counts,0.018857881027630124,0.5282756944951886,0.4516164622635855,0.0012499622135958455,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 180 centimeters counts as",relative_open_size,b,bierwisch_kennedy_size_v2_iso_ratio,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
