comparison,correct,domain,entropy,expected_label,expected_label_index,ordered_score,pair_id,pred_label,pred_label_index,predictor,prob_cold,prob_cool,prob_hot,prob_huge,prob_large,prob_mass_in_label_order,prob_mature,prob_old,prob_small,prob_tiny,prob_warm,prob_young,prob_youthful,prompt,prompt_hash,side,standard,target,value
freezer air,1,temperature,1.2685213141740044,warm,2.0,1.3789638878459471,temp-v1_3a-m010-freezer_air-vs-room_air,warm,2.0,8.0,0.3347707562514625,0.11029118330411172,0.1587965836529839,,,1.0,,,,,0.3961414767914419,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",34c0542f79ffc862,a,-18.0,-10 degrees Celsius,-10.0
room air,0,temperature,1.206949675121034,cold,0.0,1.9653318280151604,temp-v1_3a-m010-freezer_air-vs-room_air,warm,2.0,-31.0,0.16365406044174663,0.06509746018696297,0.35773740908561685,,,1.0,,,,,0.41351107028567347,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of -10 degrees Celsius is best described as",726af4c24dda2f71,b,21.0,-10 degrees Celsius,-10.0
swimming-pool water,1,temperature,1.2775941125822623,cold,0.0,1.257595513103062,temp-v1_3a-m010-swimming_pool_water-vs-freezer_air,cold,0.0,-37.0,0.4134687761595823,0.10576117103059006,0.19029423645281676,,,0.9999999999999999,,,,,0.29047581635701075,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of -10 degrees Celsius is best described as",e8d79fa035efebaf,a,27.0,-10 degrees Celsius,-10.0
freezer air,1,temperature,1.2685213141740044,warm,2.0,1.3789638878459471,temp-v1_3a-m010-swimming_pool_water-vs-freezer_air,warm,2.0,8.0,0.3347707562514625,0.11029118330411172,0.1587965836529839,,,1.0,,,,,0.3961414767914419,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",34c0542f79ffc862,b,-18.0,-10 degrees Celsius,-10.0
bath water,0,temperature,1.2496990603203995,cold,0.0,1.7853613980661254,temp-v1_3a-m010-bath_water-vs-freezer_air,warm,2.0,-48.0,0.22960459682908463,0.06715368507482455,0.3117242767991191,,,1.0,,,,,0.39151744129697175,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of -10 degrees Celsius is best described as",c4f9c3e8ead6096a,a,38.0,-10 degrees Celsius,-10.0
freezer air,1,temperature,1.2685213141740044,warm,2.0,1.3789638878459471,temp-v1_3a-m010-bath_water-vs-freezer_air,warm,2.0,8.0,0.3347707562514625,0.11029118330411172,0.1587965836529839,,,1.0,,,,,0.3961414767914419,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",34c0542f79ffc862,b,-18.0,-10 degrees Celsius,-10.0
freezer air,1,temperature,1.2685213141740044,warm,2.0,1.3789638878459471,temp-v1_3a-m010-freezer_air-vs-freshly_served_tea,warm,2.0,8.0,0.3347707562514625,0.11029118330411172,0.1587965836529839,,,1.0,,,,,0.3961414767914419,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",34c0542f79ffc862,a,-18.0,-10 degrees Celsius,-10.0
freshly served tea,0,temperature,1.0876787131866663,cold,0.0,2.002551525012599,temp-v1_3a-m010-freezer_air-vs-freshly_served_tea,hot,3.0,-90.0,0.2534994638043046,0.060650955031517594,0.5702014076527258,,,1.0,,,,,0.11564817351145203,,,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of -10 degrees Celsius is best described as",64a8de9e684800f4,b,80.0,-10 degrees Celsius,-10.0
heated oven air,1,temperature,1.2025678472276984,cold,0.0,1.4005215363277193,temp-v1_3a-m010-heated_oven_air-vs-freezer_air,cold,0.0,-190.0,0.38040446732217553,0.04568365778205758,0.20701412875412786,,,1.0000000000000002,,,,,0.36689774614163917,,,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of -10 degrees Celsius is best described as",63204e55e68bf9ed,a,180.0,-10 degrees Celsius,-10.0
freezer air,1,temperature,1.2685213141740044,warm,2.0,1.3789638878459471,temp-v1_3a-m010-heated_oven_air-vs-freezer_air,warm,2.0,8.0,0.3347707562514625,0.11029118330411172,0.1587965836529839,,,1.0,,,,,0.3961414767914419,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",34c0542f79ffc862,b,-18.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,1.2504766865216639,hot,3.0,1.4211332867863036,temp-v1_3a-p005-freezer_air-vs-room_air,warm,2.0,23.0,0.3503728753060561,0.07546036627081032,0.19733940366922606,,,1.0,,,,,0.37682735475390755,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",4d06dff6c7227d21,a,-18.0,5 degrees Celsius,5.0
room air,0,temperature,1.143652972365908,cool,1.0,2.053101132163992,temp-v1_3a-p005-freezer_air-vs-room_air,warm,2.0,-16.0,0.12746668207023612,0.05301967085688548,0.3610541671613494,,,1.0,,,,,0.4584594799115291,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",e5a1f890e528b70f,b,21.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.2504766865216639,hot,3.0,1.4211332867863036,temp-v1_3a-p005-freezer_air-vs-swimming_pool_water,warm,2.0,23.0,0.3503728753060561,0.07546036627081032,0.19733940366922606,,,1.0,,,,,0.37682735475390755,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",4d06dff6c7227d21,a,-18.0,5 degrees Celsius,5.0
swimming-pool water,0,temperature,1.1711693840771495,cold,0.0,1.9905919780867132,temp-v1_3a-p005-freezer_air-vs-swimming_pool_water,hot,3.0,-22.0,0.18462263796068115,0.03826936699011195,0.3981066209981874,,,1.0,,,,,0.3790013740510195,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 5 degrees Celsius is best described as",a80ba286c978d44d,b,27.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.2504766865216639,hot,3.0,1.4211332867863036,temp-v1_3a-p005-freezer_air-vs-bath_water,warm,2.0,23.0,0.3503728753060561,0.07546036627081032,0.19733940366922606,,,1.0,,,,,0.37682735475390755,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",4d06dff6c7227d21,a,-18.0,5 degrees Celsius,5.0
bath water,0,temperature,1.149538482657645,cold,0.0,2.023358547608831,temp-v1_3a-p005-freezer_air-vs-bath_water,warm,2.0,-33.0,0.13112169262772286,0.056109875602390016,0.341711808466667,,,1.0,,,,,0.4710566233032201,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 5 degrees Celsius is best described as",6f04b8aedbe7c126,b,38.0,5 degrees Celsius,5.0
freshly served tea,0,temperature,0.9929422077971126,cold,0.0,2.366380118137302,temp-v1_3a-p005-freshly_served_tea-vs-freezer_air,hot,3.0,-75.0,0.1159441269814422,0.047101904158828145,0.6453702762590146,,,1.0,,,,,0.19158369260071512,,,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 5 degrees Celsius is best described as",e3a2164ab7e7ebb6,a,80.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.2504766865216639,hot,3.0,1.4211332867863036,temp-v1_3a-p005-freshly_served_tea-vs-freezer_air,warm,2.0,23.0,0.3503728753060561,0.07546036627081032,0.19733940366922606,,,1.0,,,,,0.37682735475390755,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",4d06dff6c7227d21,b,-18.0,5 degrees Celsius,5.0
heated oven air,0,temperature,1.155807523827829,cold,0.0,1.7298654380728395,temp-v1_3a-p005-heated_oven_air-vs-freezer_air,warm,2.0,-175.0,0.25419976158018076,0.02685394069036663,0.26511890192356774,,,1.0,,,,,0.4538273958058848,,,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 5 degrees Celsius is best described as",a86ac4e5b9ee1d7a,a,180.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.2504766865216639,hot,3.0,1.4211332867863036,temp-v1_3a-p005-heated_oven_air-vs-freezer_air,warm,2.0,23.0,0.3503728753060561,0.07546036627081032,0.19733940366922606,,,1.0,,,,,0.37682735475390755,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",4d06dff6c7227d21,b,-18.0,5 degrees Celsius,5.0
swimming-pool water,0,temperature,1.1711693840771495,cold,0.0,1.9905919780867132,temp-v1_3a-p005-swimming_pool_water-vs-room_air,hot,3.0,-22.0,0.18462263796068115,0.03826936699011195,0.3981066209981874,,,1.0,,,,,0.3790013740510195,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 5 degrees Celsius is best described as",a80ba286c978d44d,a,27.0,5 degrees Celsius,5.0
room air,0,temperature,1.143652972365908,cool,1.0,2.053101132163992,temp-v1_3a-p005-swimming_pool_water-vs-room_air,warm,2.0,-16.0,0.12746668207023612,0.05301967085688548,0.3610541671613494,,,1.0,,,,,0.4584594799115291,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",e5a1f890e528b70f,b,21.0,5 degrees Celsius,5.0
room air,0,temperature,1.143652972365908,cool,1.0,2.053101132163992,temp-v1_3a-p005-room_air-vs-bath_water,warm,2.0,-16.0,0.12746668207023612,0.05301967085688548,0.3610541671613494,,,1.0,,,,,0.4584594799115291,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",e5a1f890e528b70f,a,21.0,5 degrees Celsius,5.0
bath water,0,temperature,1.149538482657645,cold,0.0,2.023358547608831,temp-v1_3a-p005-room_air-vs-bath_water,warm,2.0,-33.0,0.13112169262772286,0.056109875602390016,0.341711808466667,,,1.0,,,,,0.4710566233032201,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 5 degrees Celsius is best described as",6f04b8aedbe7c126,b,38.0,5 degrees Celsius,5.0
room air,0,temperature,1.143652972365908,cool,1.0,2.053101132163992,temp-v1_3a-p005-room_air-vs-freshly_served_tea,warm,2.0,-16.0,0.12746668207023612,0.05301967085688548,0.3610541671613494,,,1.0,,,,,0.4584594799115291,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",e5a1f890e528b70f,a,21.0,5 degrees Celsius,5.0
freshly served tea,0,temperature,0.9929422077971126,cold,0.0,2.366380118137302,temp-v1_3a-p005-room_air-vs-freshly_served_tea,hot,3.0,-75.0,0.1159441269814422,0.047101904158828145,0.6453702762590146,,,1.0,,,,,0.19158369260071512,,,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 5 degrees Celsius is best described as",e3a2164ab7e7ebb6,b,80.0,5 degrees Celsius,5.0
heated oven air,0,temperature,1.155807523827829,cold,0.0,1.7298654380728395,temp-v1_3a-p005-heated_oven_air-vs-room_air,warm,2.0,-175.0,0.25419976158018076,0.02685394069036663,0.26511890192356774,,,1.0,,,,,0.4538273958058848,,,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 5 degrees Celsius is best described as",a86ac4e5b9ee1d7a,a,180.0,5 degrees Celsius,5.0
room air,0,temperature,1.143652972365908,cool,1.0,2.053101132163992,temp-v1_3a-p005-heated_oven_air-vs-room_air,warm,2.0,-16.0,0.12746668207023612,0.05301967085688548,0.3610541671613494,,,1.0,,,,,0.4584594799115291,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",e5a1f890e528b70f,b,21.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.218631181611587,hot,3.0,1.4770005816071199,temp-v1_3a-p015-freezer_air-vs-room_air,warm,2.0,33.0,0.3132667624280279,0.0715586163107205,0.17509272277389626,,,1.0000000000000002,,,,,0.4400818984873554,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",511fbdc2527f8962,a,-18.0,15 degrees Celsius,15.0
room air,0,temperature,1.1833903241664578,cool,1.0,1.841858233751149,temp-v1_3a-p015-freezer_air-vs-room_air,warm,2.0,-6.0,0.20609289373069267,0.04425860688369362,0.2983026280962279,,,0.9999999999999999,,,,,0.45134587128938575,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",c07e0d6d87c2e5a4,b,21.0,15 degrees Celsius,15.0
freezer air,0,temperature,1.218631181611587,hot,3.0,1.4770005816071199,temp-v1_3a-p015-freezer_air-vs-swimming_pool_water,warm,2.0,33.0,0.3132667624280279,0.0715586163107205,0.17509272277389626,,,1.0000000000000002,,,,,0.4400818984873554,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",511fbdc2527f8962,a,-18.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.231595666394678,cool,1.0,1.7450662173758298,temp-v1_3a-p015-freezer_air-vs-swimming_pool_water,warm,2.0,-12.0,0.27042627310455813,0.04731863087416658,0.3332373944591124,,,1.0,,,,,0.349017701562163,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",690593387b48d2b3,b,27.0,15 degrees Celsius,15.0
bath water,0,temperature,1.2353212078276052,cold,0.0,1.855015410061731,temp-v1_3a-p015-bath_water-vs-freezer_air,warm,2.0,-23.0,0.19010817117078452,0.07433257146513053,0.3095643238684305,,,1.0,,,,,0.4259949334956544,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",81444a07a1e338d8,a,38.0,15 degrees Celsius,15.0
freezer air,0,temperature,1.218631181611587,hot,3.0,1.4770005816071199,temp-v1_3a-p015-bath_water-vs-freezer_air,warm,2.0,33.0,0.3132667624280279,0.0715586163107205,0.17509272277389626,,,1.0000000000000002,,,,,0.4400818984873554,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",511fbdc2527f8962,b,-18.0,15 degrees Celsius,15.0
freezer air,0,temperature,1.218631181611587,hot,3.0,1.4770005816071199,temp-v1_3a-p015-freezer_air-vs-freshly_served_tea,warm,2.0,33.0,0.3132667624280279,0.0715586163107205,0.17509272277389626,,,1.0000000000000002,,,,,0.4400818984873554,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",511fbdc2527f8962,a,-18.0,15 degrees Celsius,15.0
freshly served tea,0,temperature,1.056269136499554,cold,0.0,2.2430309610584676,temp-v1_3a-p015-freezer_air-vs-freshly_served_tea,hot,3.0,-65.0,0.15706604242510178,0.05084881634056412,0.6080118622492354,,,1.0,,,,,0.18407327898509868,,,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",8546aab562308045,b,80.0,15 degrees Celsius,15.0
heated oven air,0,temperature,1.1696029260539118,cold,0.0,1.6445425653541121,temp-v1_3a-p015-heated_oven_air-vs-freezer_air,warm,2.0,-165.0,0.29344742915483285,0.026508831063341978,0.25794625472711974,,,1.0,,,,,0.42209748505470546,,,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",43a2694f69ed7e59,a,180.0,15 degrees Celsius,15.0
freezer air,0,temperature,1.218631181611587,hot,3.0,1.4770005816071199,temp-v1_3a-p015-heated_oven_air-vs-freezer_air,warm,2.0,33.0,0.3132667624280279,0.0715586163107205,0.17509272277389626,,,1.0000000000000002,,,,,0.4400818984873554,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",511fbdc2527f8962,b,-18.0,15 degrees Celsius,15.0
room air,0,temperature,1.1833903241664578,cool,1.0,1.841858233751149,temp-v1_3a-p015-room_air-vs-bath_water,warm,2.0,-6.0,0.20609289373069267,0.04425860688369362,0.2983026280962279,,,0.9999999999999999,,,,,0.45134587128938575,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",c07e0d6d87c2e5a4,a,21.0,15 degrees Celsius,15.0
bath water,0,temperature,1.2353212078276052,cold,0.0,1.855015410061731,temp-v1_3a-p015-room_air-vs-bath_water,warm,2.0,-23.0,0.19010817117078452,0.07433257146513053,0.3095643238684305,,,1.0,,,,,0.4259949334956544,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",81444a07a1e338d8,b,38.0,15 degrees Celsius,15.0
room air,0,temperature,1.1833903241664578,cool,1.0,1.841858233751149,temp-v1_3a-p015-room_air-vs-freshly_served_tea,warm,2.0,-6.0,0.20609289373069267,0.04425860688369362,0.2983026280962279,,,0.9999999999999999,,,,,0.45134587128938575,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",c07e0d6d87c2e5a4,a,21.0,15 degrees Celsius,15.0
freshly served tea,0,temperature,1.056269136499554,cold,0.0,2.2430309610584676,temp-v1_3a-p015-room_air-vs-freshly_served_tea,hot,3.0,-65.0,0.15706604242510178,0.05084881634056412,0.6080118622492354,,,1.0,,,,,0.18407327898509868,,,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",8546aab562308045,b,80.0,15 degrees Celsius,15.0
room air,0,temperature,1.1833903241664578,cool,1.0,1.841858233751149,temp-v1_3a-p015-room_air-vs-heated_oven_air,warm,2.0,-6.0,0.20609289373069267,0.04425860688369362,0.2983026280962279,,,0.9999999999999999,,,,,0.45134587128938575,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",c07e0d6d87c2e5a4,a,21.0,15 degrees Celsius,15.0
heated oven air,0,temperature,1.1696029260539118,cold,0.0,1.6445425653541121,temp-v1_3a-p015-room_air-vs-heated_oven_air,warm,2.0,-165.0,0.29344742915483285,0.026508831063341978,0.25794625472711974,,,1.0,,,,,0.42209748505470546,,,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",43a2694f69ed7e59,b,180.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.231595666394678,cool,1.0,1.7450662173758298,temp-v1_3a-p015-swimming_pool_water-vs-bath_water,warm,2.0,-12.0,0.27042627310455813,0.04731863087416658,0.3332373944591124,,,1.0,,,,,0.349017701562163,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",690593387b48d2b3,a,27.0,15 degrees Celsius,15.0
bath water,0,temperature,1.2353212078276052,cold,0.0,1.855015410061731,temp-v1_3a-p015-swimming_pool_water-vs-bath_water,warm,2.0,-23.0,0.19010817117078452,0.07433257146513053,0.3095643238684305,,,1.0,,,,,0.4259949334956544,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",81444a07a1e338d8,b,38.0,15 degrees Celsius,15.0
freshly served tea,0,temperature,1.056269136499554,cold,0.0,2.2430309610584676,temp-v1_3a-p015-freshly_served_tea-vs-swimming_pool_water,hot,3.0,-65.0,0.15706604242510178,0.05084881634056412,0.6080118622492354,,,1.0,,,,,0.18407327898509868,,,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",8546aab562308045,a,80.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.231595666394678,cool,1.0,1.7450662173758298,temp-v1_3a-p015-freshly_served_tea-vs-swimming_pool_water,warm,2.0,-12.0,0.27042627310455813,0.04731863087416658,0.3332373944591124,,,1.0,,,,,0.349017701562163,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",690593387b48d2b3,b,27.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.231595666394678,cool,1.0,1.7450662173758298,temp-v1_3a-p015-swimming_pool_water-vs-heated_oven_air,warm,2.0,-12.0,0.27042627310455813,0.04731863087416658,0.3332373944591124,,,1.0,,,,,0.349017701562163,,,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",690593387b48d2b3,a,27.0,15 degrees Celsius,15.0
heated oven air,0,temperature,1.1696029260539118,cold,0.0,1.6445425653541121,temp-v1_3a-p015-swimming_pool_water-vs-heated_oven_air,warm,2.0,-165.0,0.29344742915483285,0.026508831063341978,0.25794625472711974,,,1.0,,,,,0.42209748505470546,,,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",43a2694f69ed7e59,b,180.0,15 degrees Celsius,15.0
freezer air,0,temperature,1.2932852866795002,hot,3.0,1.476126616589461,temp-v1_3a-p025-freezer_air-vs-room_air,warm,2.0,43.0,0.3300067406282751,0.09392337796619188,0.2300634758122033,,,1.0,,,,,0.34600640559332974,,,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 25 degrees Celsius is best described as",828ca336d1b08055,a,-18.0,25 degrees Celsius,25.0
room air,1,temperature,1.1426725172884835,warm,2.0,2.009672832660507,temp-v1_3a-p025-freezer_air-vs-room_air,warm,2.0,4.0,0.12545827124357095,0.06013812814253958,0.3207275032901885,,,1.0,,,,,0.49367609732370094,,,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 25 degrees Celsius is best described as",f150ff893c7174f4,b,21.0,25 degrees Celsius,25.0
bath water,0,temperature,1.2722479028488087,cool,1.0,1.7992150498905808,temp-v1_3a-p025-bath_water-vs-freezer_air,warm,2.0,-13.0,0.1766027590711198,0.11694970203896464,0.26937027007178505,,,1.0,,,,,0.4370772688181305,,,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 25 degrees Celsius is best described as",cb3be5eda956b8f4,a,38.0,25 degrees Celsius,25.0
