comparison,correct,domain,entropy,expected_label,expected_label_index,ordered_score,pair_id,pred_label,pred_label_index,predictor,prob_cold,prob_cool,prob_hot,prob_huge,prob_large,prob_mass_in_label_order,prob_mature,prob_old,prob_small,prob_tiny,prob_warm,prob_young,prob_youthful,prompt,prompt_hash,side,standard,target,value
freezer air,0,temperature,0.5815981204581822,warm,2.0,0.30029871450675405,temp-v1_3b-m010-freezer_air-vs-freshly_served_tea,cold,0.0,8.0,0.8518595026464131,0.050330675046071874,0.054348394845652036,,,1.0,,,,,0.04346142746186304,,,"If the normal temperature for freezer air is -18 degrees Celsius, then -10 degrees Celsius would best be called",092c99c7526a7c0b,a,-18.0,-10 degrees Celsius,-10.0
freshly served tea,0,temperature,0.6817378376800274,cold,0.0,2.4652338247894514,temp-v1_3b-m010-freezer_air-vs-freshly_served_tea,hot,3.0,-90.0,0.1460731910525085,0.034257281502776626,0.7916374883972451,,,1.0,,,,,0.028032039047469714,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then -10 degrees Celsius would best be called",3028157573ccf18c,b,80.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,0.5815981204581822,warm,2.0,0.30029871450675405,temp-v1_3b-m010-freezer_air-vs-heated_oven_air,cold,0.0,8.0,0.8518595026464131,0.050330675046071874,0.054348394845652036,,,1.0,,,,,0.04346142746186304,,,"If the normal temperature for freezer air is -18 degrees Celsius, then -10 degrees Celsius would best be called",092c99c7526a7c0b,a,-18.0,-10 degrees Celsius,-10.0
heated oven air,0,temperature,0.4154427705890805,cold,0.0,2.7786008282556143,temp-v1_3b-m010-freezer_air-vs-heated_oven_air,hot,3.0,-190.0,0.05606405463242941,0.009702888591559863,0.9004318261120332,,,1.0000000000000002,,,,,0.03380123066397772,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then -10 degrees Celsius would best be called",4145d3b459aca88e,b,180.0,-10 degrees Celsius,-10.0
room air,0,temperature,1.3458329095640784,cool,1.0,1.5303809189377966,temp-v1_3b-p005-room_air-vs-freezer_air,hot,3.0,-16.0,0.30904515266691146,0.18297454291066148,0.331445767182281,,,1.0,,,,,0.17653453724014606,,,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",5b67d5b288d745d9,a,21.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.18686509550021,hot,3.0,1.0565856060196754,temp-v1_3b-p005-room_air-vs-freezer_air,cold,0.0,23.0,0.5294419378446319,0.10197287466625357,0.21744235637519294,,,1.0,,,,,0.15114283111392154,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",5e8d7040ec8ef17a,b,-18.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.18686509550021,hot,3.0,1.0565856060196754,temp-v1_3b-p005-freezer_air-vs-swimming_pool_water,cold,0.0,23.0,0.5294419378446319,0.10197287466625357,0.21744235637519294,,,1.0,,,,,0.15114283111392154,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",5e8d7040ec8ef17a,a,-18.0,5 degrees Celsius,5.0
swimming-pool water,0,temperature,1.2310078879983595,cold,0.0,1.9886109166199317,temp-v1_3b-p005-freezer_air-vs-swimming_pool_water,hot,3.0,-22.0,0.19958190707714765,0.09274244883469979,0.48051717960892704,,,0.9999999999999999,,,,,0.2271584644792254,,,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 5 degrees Celsius would best be called",9e82b0c0fcffc71c,b,27.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.18686509550021,hot,3.0,1.0565856060196754,temp-v1_3b-p005-freezer_air-vs-bath_water,cold,0.0,23.0,0.5294419378446319,0.10197287466625357,0.21744235637519294,,,1.0,,,,,0.15114283111392154,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",5e8d7040ec8ef17a,a,-18.0,5 degrees Celsius,5.0
bath water,0,temperature,0.9842454214401969,cold,0.0,2.199037392825421,temp-v1_3b-p005-freezer_air-vs-bath_water,hot,3.0,-33.0,0.19811405515361719,0.05620526966453009,0.6514707727971853,,,0.9999999999999999,,,,,0.09420990238466727,,,"If the normal temperature for bath water is 38 degrees Celsius, then 5 degrees Celsius would best be called",f0282ef78e0137b0,b,38.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.18686509550021,hot,3.0,1.0565856060196754,temp-v1_3b-p005-freezer_air-vs-freshly_served_tea,cold,0.0,23.0,0.5294419378446319,0.10197287466625357,0.21744235637519294,,,1.0,,,,,0.15114283111392154,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",5e8d7040ec8ef17a,a,-18.0,5 degrees Celsius,5.0
freshly served tea,0,temperature,0.5267125552843264,cold,0.0,2.740475856402494,temp-v1_3b-p005-freezer_air-vs-freshly_served_tea,hot,3.0,-75.0,0.03692638665424783,0.055659796894365794,0.8699884266053549,,,1.0,,,,,0.03742538984603155,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 5 degrees Celsius would best be called",5f08c9b67684df20,b,80.0,5 degrees Celsius,5.0
heated oven air,0,temperature,0.3202464469237861,cold,0.0,2.8901051212938076,temp-v1_3b-p005-heated_oven_air-vs-freezer_air,hot,3.0,-175.0,0.014750631199041936,0.007379237887417974,0.9269856215793091,,,1.0,,,,,0.05088450933423111,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then 5 degrees Celsius would best be called",5b8a3ae9ced74501,a,180.0,5 degrees Celsius,5.0
freezer air,0,temperature,1.18686509550021,hot,3.0,1.0565856060196754,temp-v1_3b-p005-heated_oven_air-vs-freezer_air,cold,0.0,23.0,0.5294419378446319,0.10197287466625357,0.21744235637519294,,,1.0,,,,,0.15114283111392154,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",5e8d7040ec8ef17a,b,-18.0,5 degrees Celsius,5.0
swimming-pool water,0,temperature,1.2310078879983595,cold,0.0,1.9886109166199317,temp-v1_3b-p005-swimming_pool_water-vs-room_air,hot,3.0,-22.0,0.19958190707714765,0.09274244883469979,0.48051717960892704,,,0.9999999999999999,,,,,0.2271584644792254,,,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 5 degrees Celsius would best be called",9e82b0c0fcffc71c,a,27.0,5 degrees Celsius,5.0
room air,0,temperature,1.3458329095640784,cool,1.0,1.5303809189377966,temp-v1_3b-p005-swimming_pool_water-vs-room_air,hot,3.0,-16.0,0.30904515266691146,0.18297454291066148,0.331445767182281,,,1.0,,,,,0.17653453724014606,,,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",5b67d5b288d745d9,b,21.0,5 degrees Celsius,5.0
room air,0,temperature,1.3458329095640784,cool,1.0,1.5303809189377966,temp-v1_3b-p005-room_air-vs-bath_water,hot,3.0,-16.0,0.30904515266691146,0.18297454291066148,0.331445767182281,,,1.0,,,,,0.17653453724014606,,,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",5b67d5b288d745d9,a,21.0,5 degrees Celsius,5.0
bath water,0,temperature,0.9842454214401969,cold,0.0,2.199037392825421,temp-v1_3b-p005-room_air-vs-bath_water,hot,3.0,-33.0,0.19811405515361719,0.05620526966453009,0.6514707727971853,,,0.9999999999999999,,,,,0.09420990238466727,,,"If the normal temperature for bath water is 38 degrees Celsius, then 5 degrees Celsius would best be called",f0282ef78e0137b0,b,38.0,5 degrees Celsius,5.0
freshly served tea,0,temperature,0.5267125552843264,cold,0.0,2.740475856402494,temp-v1_3b-p005-freshly_served_tea-vs-room_air,hot,3.0,-75.0,0.03692638665424783,0.055659796894365794,0.8699884266053549,,,1.0,,,,,0.03742538984603155,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 5 degrees Celsius would best be called",5f08c9b67684df20,a,80.0,5 degrees Celsius,5.0
room air,0,temperature,1.3458329095640784,cool,1.0,1.5303809189377966,temp-v1_3b-p005-freshly_served_tea-vs-room_air,hot,3.0,-16.0,0.30904515266691146,0.18297454291066148,0.331445767182281,,,1.0,,,,,0.17653453724014606,,,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",5b67d5b288d745d9,b,21.0,5 degrees Celsius,5.0
room air,0,temperature,1.3458329095640784,cool,1.0,1.5303809189377966,temp-v1_3b-p005-room_air-vs-heated_oven_air,hot,3.0,-16.0,0.30904515266691146,0.18297454291066148,0.331445767182281,,,1.0,,,,,0.17653453724014606,,,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",5b67d5b288d745d9,a,21.0,5 degrees Celsius,5.0
heated oven air,0,temperature,0.3202464469237861,cold,0.0,2.8901051212938076,temp-v1_3b-p005-room_air-vs-heated_oven_air,hot,3.0,-175.0,0.014750631199041936,0.007379237887417974,0.9269856215793091,,,1.0,,,,,0.05088450933423111,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then 5 degrees Celsius would best be called",5b8a3ae9ced74501,b,180.0,5 degrees Celsius,5.0
room air,0,temperature,1.3637869163181857,cool,1.0,1.5377766588264499,temp-v1_3b-p015-room_air-vs-freezer_air,hot,3.0,-6.0,0.29415412551932996,0.168903843913603,0.2949887537787126,,,1.0,,,,,0.24195327678835454,,,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",6f23ca2585fa2d38,a,21.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.9128942985951092,hot,3.0,0.6031712430239087,temp-v1_3b-p015-room_air-vs-freezer_air,cold,0.0,33.0,0.7111993050412166,0.07265088079366568,0.09822073390000766,,,1.0,,,,,0.11792908026511001,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",847e45daa2dabbc2,b,-18.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.2867508241481675,cool,1.0,1.7959289639665528,temp-v1_3b-p015-swimming_pool_water-vs-freezer_air,hot,3.0,-12.0,0.24854808249428906,0.09057184866216147,0.3835969776172925,,,1.0,,,,,0.2772830912262569,,,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",a47722fcc33d3c73,a,27.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.9128942985951092,hot,3.0,0.6031712430239087,temp-v1_3b-p015-swimming_pool_water-vs-freezer_air,cold,0.0,33.0,0.7111993050412166,0.07265088079366568,0.09822073390000766,,,1.0,,,,,0.11792908026511001,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",847e45daa2dabbc2,b,-18.0,15 degrees Celsius,15.0
bath water,0,temperature,1.1053562809677309,cold,0.0,1.8890309318197176,temp-v1_3b-p015-bath_water-vs-freezer_air,hot,3.0,-23.0,0.29271664724684127,0.06394564956599046,0.5384098758793905,,,0.9999999999999999,,,,,0.10492782730777767,,,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",beefcc4d975508c8,a,38.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.9128942985951092,hot,3.0,0.6031712430239087,temp-v1_3b-p015-bath_water-vs-freezer_air,cold,0.0,33.0,0.7111993050412166,0.07265088079366568,0.09822073390000766,,,1.0,,,,,0.11792908026511001,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",847e45daa2dabbc2,b,-18.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.9128942985951092,hot,3.0,0.6031712430239087,temp-v1_3b-p015-freezer_air-vs-freshly_served_tea,cold,0.0,33.0,0.7111993050412166,0.07265088079366568,0.09822073390000766,,,1.0,,,,,0.11792908026511001,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",847e45daa2dabbc2,a,-18.0,15 degrees Celsius,15.0
freshly served tea,0,temperature,0.5533421156184835,cold,0.0,2.6987569600816714,temp-v1_3b-p015-freezer_air-vs-freshly_served_tea,hot,3.0,-65.0,0.054631088298249295,0.05262104177183123,0.8606401784500011,,,1.0,,,,,0.03210769147991844,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",ad2d595bd58dcf32,b,80.0,15 degrees Celsius,15.0
heated oven air,0,temperature,0.4908957750207713,cold,0.0,2.791529920219104,temp-v1_3b-p015-heated_oven_air-vs-freezer_air,hot,3.0,-165.0,0.03422365702223649,0.014994417260839523,0.8749716515244164,,,1.0,,,,,0.07581027419250766,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",138ebac6d9f6ab6c,a,180.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.9128942985951092,hot,3.0,0.6031712430239087,temp-v1_3b-p015-heated_oven_air-vs-freezer_air,cold,0.0,33.0,0.7111993050412166,0.07265088079366568,0.09822073390000766,,,1.0,,,,,0.11792908026511001,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",847e45daa2dabbc2,b,-18.0,15 degrees Celsius,15.0
room air,0,temperature,1.3637869163181857,cool,1.0,1.5377766588264499,temp-v1_3b-p015-room_air-vs-bath_water,hot,3.0,-6.0,0.29415412551932996,0.168903843913603,0.2949887537787126,,,1.0,,,,,0.24195327678835454,,,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",6f23ca2585fa2d38,a,21.0,15 degrees Celsius,15.0
bath water,0,temperature,1.1053562809677309,cold,0.0,1.8890309318197176,temp-v1_3b-p015-room_air-vs-bath_water,hot,3.0,-23.0,0.29271664724684127,0.06394564956599046,0.5384098758793905,,,0.9999999999999999,,,,,0.10492782730777767,,,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",beefcc4d975508c8,b,38.0,15 degrees Celsius,15.0
room air,0,temperature,1.3637869163181857,cool,1.0,1.5377766588264499,temp-v1_3b-p015-room_air-vs-freshly_served_tea,hot,3.0,-6.0,0.29415412551932996,0.168903843913603,0.2949887537787126,,,1.0,,,,,0.24195327678835454,,,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",6f23ca2585fa2d38,a,21.0,15 degrees Celsius,15.0
freshly served tea,0,temperature,0.5533421156184835,cold,0.0,2.6987569600816714,temp-v1_3b-p015-room_air-vs-freshly_served_tea,hot,3.0,-65.0,0.054631088298249295,0.05262104177183123,0.8606401784500011,,,1.0,,,,,0.03210769147991844,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",ad2d595bd58dcf32,b,80.0,15 degrees Celsius,15.0
heated oven air,0,temperature,0.4908957750207713,cold,0.0,2.791529920219104,temp-v1_3b-p015-heated_oven_air-vs-room_air,hot,3.0,-165.0,0.03422365702223649,0.014994417260839523,0.8749716515244164,,,1.0,,,,,0.07581027419250766,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",138ebac6d9f6ab6c,a,180.0,15 degrees Celsius,15.0
room air,0,temperature,1.3637869163181857,cool,1.0,1.5377766588264499,temp-v1_3b-p015-heated_oven_air-vs-room_air,hot,3.0,-6.0,0.29415412551932996,0.168903843913603,0.2949887537787126,,,1.0,,,,,0.24195327678835454,,,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",6f23ca2585fa2d38,b,21.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.2867508241481675,cool,1.0,1.7959289639665528,temp-v1_3b-p015-swimming_pool_water-vs-bath_water,hot,3.0,-12.0,0.24854808249428906,0.09057184866216147,0.3835969776172925,,,1.0,,,,,0.2772830912262569,,,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",a47722fcc33d3c73,a,27.0,15 degrees Celsius,15.0
bath water,0,temperature,1.1053562809677309,cold,0.0,1.8890309318197176,temp-v1_3b-p015-swimming_pool_water-vs-bath_water,hot,3.0,-23.0,0.29271664724684127,0.06394564956599046,0.5384098758793905,,,0.9999999999999999,,,,,0.10492782730777767,,,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",beefcc4d975508c8,b,38.0,15 degrees Celsius,15.0
freshly served tea,0,temperature,0.5533421156184835,cold,0.0,2.6987569600816714,temp-v1_3b-p015-freshly_served_tea-vs-swimming_pool_water,hot,3.0,-65.0,0.054631088298249295,0.05262104177183123,0.8606401784500011,,,1.0,,,,,0.03210769147991844,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",ad2d595bd58dcf32,a,80.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.2867508241481675,cool,1.0,1.7959289639665528,temp-v1_3b-p015-freshly_served_tea-vs-swimming_pool_water,hot,3.0,-12.0,0.24854808249428906,0.09057184866216147,0.3835969776172925,,,1.0,,,,,0.2772830912262569,,,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",a47722fcc33d3c73,b,27.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.2867508241481675,cool,1.0,1.7959289639665528,temp-v1_3b-p015-swimming_pool_water-vs-heated_oven_air,hot,3.0,-12.0,0.24854808249428906,0.09057184866216147,0.3835969776172925,,,1.0,,,,,0.2772830912262569,,,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",a47722fcc33d3c73,a,27.0,15 degrees Celsius,15.0
heated oven air,0,temperature,0.4908957750207713,cold,0.0,2.791529920219104,temp-v1_3b-p015-swimming_pool_water-vs-heated_oven_air,hot,3.0,-165.0,0.03422365702223649,0.014994417260839523,0.8749716515244164,,,1.0,,,,,0.07581027419250766,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",138ebac6d9f6ab6c,b,180.0,15 degrees Celsius,15.0
room air,1,temperature,1.336187236258351,warm,2.0,1.7380260108386063,temp-v1_3b-p025-room_air-vs-freezer_air,warm,2.0,4.0,0.20835170176411943,0.14596875102317858,0.30069816539002364,,,1.0,,,,,0.34498138182267835,,,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",86e1a3171579d46a,a,21.0,25 degrees Celsius,25.0
freezer air,0,temperature,1.0076233187354093,hot,3.0,0.7332656623087482,temp-v1_3b-p025-room_air-vs-freezer_air,cold,0.0,43.0,0.6598187415408626,0.09416149968151034,0.14706464507198397,,,0.9999999999999998,,,,,0.09895511370564292,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",2881a593e8f63b96,b,-18.0,25 degrees Celsius,25.0
freezer air,0,temperature,1.0076233187354093,hot,3.0,0.7332656623087482,temp-v1_3b-p025-freezer_air-vs-bath_water,cold,0.0,43.0,0.6598187415408626,0.09416149968151034,0.14706464507198397,,,0.9999999999999998,,,,,0.09895511370564292,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",2881a593e8f63b96,a,-18.0,25 degrees Celsius,25.0
bath water,0,temperature,1.173587045181697,cool,1.0,1.687776970031764,temp-v1_3b-p025-freezer_air-vs-bath_water,hot,3.0,-13.0,0.34804791950618885,0.07229613914654517,0.4561689481906867,,,1.0,,,,,0.12348699315657934,,,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",6b7b99233fe2509d,b,38.0,25 degrees Celsius,25.0
freshly served tea,0,temperature,0.9411958395184038,cold,0.0,2.400343418856606,temp-v1_3b-p025-freshly_served_tea-vs-freezer_air,hot,3.0,-55.0,0.09594863257506929,0.10718553040225108,0.6994262144089954,,,0.9999999999999999,,,,,0.09743962261368405,,,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",0d359fb7caf35b8a,a,80.0,25 degrees Celsius,25.0
freezer air,0,temperature,1.0076233187354093,hot,3.0,0.7332656623087482,temp-v1_3b-p025-freshly_served_tea-vs-freezer_air,cold,0.0,43.0,0.6598187415408626,0.09416149968151034,0.14706464507198397,,,0.9999999999999998,,,,,0.09895511370564292,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",2881a593e8f63b96,b,-18.0,25 degrees Celsius,25.0
heated oven air,0,temperature,0.46049389317432177,cold,0.0,2.8093732381490364,temp-v1_3b-p025-heated_oven_air-vs-freezer_air,hot,3.0,-155.0,0.03181404394052769,0.009163545279272475,0.8821648713093642,,,0.9999999999999999,,,,,0.07685753947083558,,,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",9d0a8fc420dc5ebc,a,180.0,25 degrees Celsius,25.0
freezer air,0,temperature,1.0076233187354093,hot,3.0,0.7332656623087482,temp-v1_3b-p025-heated_oven_air-vs-freezer_air,cold,0.0,43.0,0.6598187415408626,0.09416149968151034,0.14706464507198397,,,0.9999999999999998,,,,,0.09895511370564292,,,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",2881a593e8f63b96,b,-18.0,25 degrees Celsius,25.0
