comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_mature,logscore_old,logscore_young,logscore_youthful,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_mature,prob_old,prob_young,prob_youthful,prompt,scale_type,side,source,standard_type,target,type,unit,value
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4213896649759049,youthful,1.0,False,False,-10.528364181518555,-5.905726432800293,-7.938733100891113,-11.759496688842773,-5.8537702560424805,2.6429036381813096,age-v1_3c-p0003-a_domestic_dog-vs-a_horse,old,3.0,young_old,0.008592621566632949,0.874403226096937,0.11449543557919806,0.002508716757231846,"For a domestic dog, normal is 12 years. Compared to that, 3 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.5193319897836761,young,0.0,False,False,-13.681843757629395,-8.540436744689941,-10.007063865661621,-14.999883651733398,-1.4666271209716797,2.4337470089574236,age-v1_3c-p0003-a_domestic_dog-vs-a_horse,old,3.0,young_old,0.0047244740821658785,0.807677836919389,0.18633313896352044,0.0012645500349246666,"For a horse, normal is 28 years. Compared to that, 3 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4213896649759049,youthful,1.0,False,False,-10.528364181518555,-5.905726432800293,-7.938733100891113,-11.759496688842773,-5.8537702560424805,2.6429036381813096,age-v1_3c-p0003-a_domestic_dog-vs-a_human,old,3.0,young_old,0.008592621566632949,0.874403226096937,0.11449543557919806,0.002508716757231846,"For a domestic dog, normal is 12 years. Compared to that, 3 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.14029466901398152,young,0.0,False,False,-9.590330123901367,-5.352691173553467,-9.869855880737305,-12.282197952270508,-4.517164707183838,2.9521031671625004,age-v1_3c-p0003-a_domestic_dog-vs-a_human,old,3.0,young_old,0.01407101743913416,0.9743359202669796,0.010639690810593128,0.0009533714832930987,"For a human, normal is 80 years. Compared to that, 3 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a galapagos tortoise,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.40100106817457737,young,0.0,False,False,-10.891729354858398,-7.3032379150390625,-9.762101173400879,-13.240410804748535,-2.4588632583618164,2.740533859962785,age-v1_3c-p0003-a_galapagos_tortoise-vs-a_domestic_dog,old,3.0,young_old,0.02477120292852269,0.8962086427421283,0.07665462844999416,0.0023655258793548167,"For a galapagos tortoise, normal is 150 years. Compared to that, 3 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a galapagos tortoise,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4213896649759049,youthful,1.0,False,False,-10.528364181518555,-5.905726432800293,-7.938733100891113,-11.759496688842773,-5.8537702560424805,2.6429036381813096,age-v1_3c-p0003-a_galapagos_tortoise-vs-a_domestic_dog,old,3.0,young_old,0.008592621566632949,0.874403226096937,0.11449543557919806,0.002508716757231846,"For a domestic dog, normal is 12 years. Compared to that, 3 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4213896649759049,youthful,1.0,False,False,-10.528364181518555,-5.905726432800293,-7.938733100891113,-11.759496688842773,-5.8537702560424805,2.6429036381813096,age-v1_3c-p0003-a_domestic_dog-vs-a_bowhead_whale,old,3.0,young_old,0.008592621566632949,0.874403226096937,0.11449543557919806,0.002508716757231846,"For a domestic dog, normal is 12 years. Compared to that, 3 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4441598209754291,young,0.0,False,False,-10.72202205657959,-6.904754638671875,-9.17027473449707,-11.637746810913086,-2.2655200958251953,2.6907039537853663,age-v1_3c-p0003-a_domestic_dog-vs-a_bowhead_whale,old,3.0,young_old,0.019379958583216554,0.8813958881650983,0.09146778112804681,0.007756372123638356,"For a bowhead whale, normal is 200 years. Compared to that, 3 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic mouse,a horse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.3159763918075696,old,3.0,False,False,-11.011786460876465,-6.177037239074707,-8.689695358276367,-12.88111686706543,2.51265811920166,2.7674264365752403,age-v1_3c-p0006-a_domestic_mouse-vs-a_horse,old,3.0,young_old,0.007290849331725614,0.9172400976152011,0.07434460798688769,0.0011244450661856019,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.546472019795767,youthful,1.0,False,False,-12.477690696716309,-8.645307540893555,-10.239181518554688,-14.823004722595215,-6.17769718170166,2.4822437515426756,age-v1_3c-p0006-a_domestic_mouse-vs-a_horse,old,3.0,young_old,0.017652999038596656,0.8150820980479427,0.16557344359180695,0.0016914593216537182,"For a horse, normal is 28 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a human,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.3159763918075696,old,3.0,False,False,-11.011786460876465,-6.177037239074707,-8.689695358276367,-12.88111686706543,2.51265811920166,2.7674264365752403,age-v1_3c-p0006-a_domestic_mouse-vs-a_human,old,3.0,young_old,0.007290849331725614,0.9172400976152011,0.07434460798688769,0.0011244450661856019,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.12153986189277219,young,0.0,False,False,-9.276107788085938,-5.0385823249816895,-9.95770263671875,-12.441883087158203,-4.9191203117370605,2.963243378550365,age-v1_3c-p0006-a_domestic_mouse-vs-a_human,old,3.0,young_old,0.014127425970964504,0.9781308705455,0.007145788511599134,0.0005959149719365372,"For a human, normal is 80 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a galapagos tortoise,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.3159763918075696,old,3.0,False,False,-11.011786460876465,-6.177037239074707,-8.689695358276367,-12.88111686706543,2.51265811920166,2.7674264365752403,age-v1_3c-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,old,3.0,young_old,0.007290849331725614,0.9172400976152011,0.07434460798688769,0.0011244450661856019,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.26128000726389755,young,0.0,False,False,-10.533597946166992,-6.679178237915039,-9.923454284667969,-13.718546867370605,-3.2442760467529297,2.8681227301387024,age-v1_3c-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,old,3.0,young_old,0.019966737535248483,0.9424543414309443,0.0367526902584345,0.0008262307753726993,"For a galapagos tortoise, normal is 150 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a bowhead whale,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4596660648721021,young,0.0,False,False,-9.926270484924316,-6.816546440124512,-9.326031684875488,-11.72216796875,-2.5094852447509766,2.7323342023052466,age-v1_3c-p0006-a_bowhead_whale-vs-a_domestic_mouse,old,3.0,young_old,0.03936482423739657,0.8823569474667696,0.0717445168656896,0.006533711430144085,"For a bowhead whale, normal is 200 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a bowhead whale,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.3159763918075696,old,3.0,False,False,-11.011786460876465,-6.177037239074707,-8.689695358276367,-12.88111686706543,2.51265811920166,2.7674264365752403,age-v1_3c-p0006-a_bowhead_whale-vs-a_domestic_mouse,old,3.0,young_old,0.007290849331725614,0.9172400976152011,0.07434460798688769,0.0011244450661856019,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a human,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.12153986189277219,young,0.0,False,False,-9.276107788085938,-5.0385823249816895,-9.95770263671875,-12.441883087158203,-4.9191203117370605,2.963243378550365,age-v1_3c-p0006-a_human-vs-a_horse,old,3.0,young_old,0.014127425970964504,0.9781308705455,0.007145788511599134,0.0005959149719365372,"For a human, normal is 80 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a human,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.546472019795767,youthful,1.0,False,False,-12.477690696716309,-8.645307540893555,-10.239181518554688,-14.823004722595215,-6.17769718170166,2.4822437515426756,age-v1_3c-p0006-a_human-vs-a_horse,old,3.0,young_old,0.017652999038596656,0.8150820980479427,0.16557344359180695,0.0016914593216537182,"For a horse, normal is 28 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.546472019795767,youthful,1.0,False,False,-12.477690696716309,-8.645307540893555,-10.239181518554688,-14.823004722595215,-6.17769718170166,2.4822437515426756,age-v1_3c-p0006-a_horse-vs-a_galapagos_tortoise,old,3.0,young_old,0.017652999038596656,0.8150820980479427,0.16557344359180695,0.0016914593216537182,"For a horse, normal is 28 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.26128000726389755,young,0.0,False,False,-10.533597946166992,-6.679178237915039,-9.923454284667969,-13.718546867370605,-3.2442760467529297,2.8681227301387024,age-v1_3c-p0006-a_horse-vs-a_galapagos_tortoise,old,3.0,young_old,0.019966737535248483,0.9424543414309443,0.0367526902584345,0.0008262307753726993,"For a galapagos tortoise, normal is 150 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.546472019795767,youthful,1.0,False,False,-12.477690696716309,-8.645307540893555,-10.239181518554688,-14.823004722595215,-6.17769718170166,2.4822437515426756,age-v1_3c-p0006-a_horse-vs-a_bowhead_whale,old,3.0,young_old,0.017652999038596656,0.8150820980479427,0.16557344359180695,0.0016914593216537182,"For a horse, normal is 28 years. Compared to that, 6 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.4596660648721021,young,0.0,False,False,-9.926270484924316,-6.816546440124512,-9.326031684875488,-11.72216796875,-2.5094852447509766,2.7323342023052466,age-v1_3c-p0006-a_horse-vs-a_bowhead_whale,old,3.0,young_old,0.03936482423739657,0.8823569474667696,0.0717445168656896,0.006533711430144085,"For a bowhead whale, normal is 200 years. Compared to that, 6 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic dog,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.5393078174632167,mature,2.0,False,False,-10.174835205078125,-6.283206462860107,-7.956002712249756,-11.584782600402832,-3.8916287422180176,2.5107284163460135,age-v1_3c-p0010-a_domestic_dog-vs-a_domestic_mouse,old,3.0,young_old,0.01682613402411803,0.8243226481964371,0.154743014070979,0.004108203708465934,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.39358759210429295,old,3.0,False,False,-11.76251220703125,-6.747813701629639,-8.833396911621094,-12.985905647277832,2.085583209991455,2.6616867050315967,age-v1_3c-p0010-a_domestic_dog-vs-a_domestic_mouse,old,3.0,young_old,0.00586111429632905,0.8827466535562036,0.10966771637713939,0.0017245157703279503,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a horse,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6526416827467532,youthful,1.0,False,False,-12.769439697265625,-9.024068832397461,-10.14073657989502,-14.72510814666748,-5.7010393142700195,2.2524626406061303,age-v1_3c-p0010-a_horse-vs-a_domestic_mouse,old,3.0,young_old,0.017445321176884396,0.7383680035884853,0.2417186877477246,0.002467987486905684,"For a horse, normal is 28 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a horse,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.39358759210429295,old,3.0,False,False,-11.76251220703125,-6.747813701629639,-8.833396911621094,-12.985905647277832,2.085583209991455,2.6616867050315967,age-v1_3c-p0010-a_horse-vs-a_domestic_mouse,old,3.0,young_old,0.00586111429632905,0.8827466535562036,0.10966771637713939,0.0017245157703279503,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a human,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.15607194486449555,young,0.0,False,False,-9.090319633483887,-4.912841796875,-9.163496971130371,-12.117758750915527,-4.250655174255371,2.9421667068392696,age-v1_3c-p0010-a_human-vs-a_domestic_mouse,old,3.0,young_old,0.014885587934170224,0.9705581600422742,0.013835201179448767,0.0007210508441068914,"For a human, normal is 80 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a human,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.39358759210429295,old,3.0,False,False,-11.76251220703125,-6.747813701629639,-8.833396911621094,-12.985905647277832,2.085583209991455,2.6616867050315967,age-v1_3c-p0010-a_human-vs-a_domestic_mouse,old,3.0,young_old,0.00586111429632905,0.8827466535562036,0.10966771637713939,0.0017245157703279503,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a galapagos tortoise,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.39358759210429295,old,3.0,False,False,-11.76251220703125,-6.747813701629639,-8.833396911621094,-12.985905647277832,2.085583209991455,2.6616867050315967,age-v1_3c-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,old,3.0,young_old,0.00586111429632905,0.8827466535562036,0.10966771637713939,0.0017245157703279503,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.474936864444323,young,0.0,False,False,-11.102876663208008,-7.703991413116455,-9.811814308166504,-14.03053092956543,-2.107822895050049,2.652897720719012,age-v1_3c-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,old,3.0,young_old,0.028884297891955107,0.8645277222742603,0.105042021721464,0.0015459581123205724,"For a galapagos tortoise, normal is 150 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a bowhead whale,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.39358759210429295,old,3.0,False,False,-11.76251220703125,-6.747813701629639,-8.833396911621094,-12.985905647277832,2.085583209991455,2.6616867050315967,age-v1_3c-p0010-a_domestic_mouse-vs-a_bowhead_whale,old,3.0,young_old,0.00586111429632905,0.8827466535562036,0.10966771637713939,0.0017245157703279503,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.5479432608020831,young,0.0,False,False,-9.758003234863281,-7.387547492980957,-9.984829902648926,-12.209390640258789,-2.5972824096679688,2.71685477413124,age-v1_3c-p0010-a_domestic_mouse-vs-a_bowhead_whale,old,3.0,young_old,0.07945650784644044,0.8503648925584563,0.0633315188321127,0.006847080762990547,"For a bowhead whale, normal is 200 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a horse,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6526416827467532,youthful,1.0,False,False,-12.769439697265625,-9.024068832397461,-10.14073657989502,-14.72510814666748,-5.7010393142700195,2.2524626406061303,age-v1_3c-p0010-a_horse-vs-a_domestic_dog,old,3.0,young_old,0.017445321176884396,0.7383680035884853,0.2417186877477246,0.002467987486905684,"For a horse, normal is 28 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a horse,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.5393078174632167,mature,2.0,False,False,-10.174835205078125,-6.283206462860107,-7.956002712249756,-11.584782600402832,-3.8916287422180176,2.5107284163460135,age-v1_3c-p0010-a_horse-vs-a_domestic_dog,old,3.0,young_old,0.01682613402411803,0.8243226481964371,0.154743014070979,0.004108203708465934,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a human,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.15607194486449555,young,0.0,False,False,-9.090319633483887,-4.912841796875,-9.163496971130371,-12.117758750915527,-4.250655174255371,2.9421667068392696,age-v1_3c-p0010-a_human-vs-a_domestic_dog,old,3.0,young_old,0.014885587934170224,0.9705581600422742,0.013835201179448767,0.0007210508441068914,"For a human, normal is 80 years. Compared to that, 10 years is",relative_open_age,a,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
a human,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.5393078174632167,mature,2.0,False,False,-10.174835205078125,-6.283206462860107,-7.956002712249756,-11.584782600402832,-3.8916287422180176,2.5107284163460135,age-v1_3c-p0010-a_human-vs-a_domestic_dog,old,3.0,young_old,0.01682613402411803,0.8243226481964371,0.154743014070979,0.004108203708465934,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",relative_open_age,b,bierwisch_kennedy_age_v1_3_c,comparison_class_explicit,10 years,gradable_scalar,years,10
