comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_mature,logscore_old,logscore_young,logscore_youthful,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_mature,prob_old,prob_young,prob_youthful,prompt,scale_type,side,source,standard_type,target,type,unit,value
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6333631435311727,youthful,nan,False,False,-12.016587257385254,-8.363566398620605,-10.325374603271484,-11.269706726074219,-2.9061403274536133,nan,age-v1_1-p0003-a_domestic_dog-vs-a_horse,old,nan,young_old,0.021219019358623675,0.8188646255411015,0.11513560103513422,0.04478075406514048,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8012805019767549,young,nan,False,False,-13.092000961303711,-8.443559646606445,-9.265700340270996,-11.166136741638184,-0.8221406936645508,nan,age-v1_1-p0003-a_domestic_dog-vs-a_horse,old,nan,young_old,0.006322086672241307,0.6601655507394352,0.29013604810110244,0.04337631448722111,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6333631435311727,youthful,nan,False,False,-12.016587257385254,-8.363566398620605,-10.325374603271484,-11.269706726074219,-2.9061403274536133,nan,age-v1_1-p0003-a_domestic_dog-vs-a_human,old,nan,young_old,0.021219019358623675,0.8188646255411015,0.11513560103513422,0.04478075406514048,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.7653282200325793,young,nan,False,False,-13.072728157043457,-8.593039512634277,-9.689534187316895,-11.328369140625,-1.0964946746826172,nan,age-v1_1-p0003-a_domestic_dog-vs-a_human,old,nan,young_old,0.00803896211775678,0.7090943762395814,0.2368658518075489,0.04600080983511287,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6333631435311727,youthful,nan,False,False,-12.016587257385254,-8.363566398620605,-10.325374603271484,-11.269706726074219,-2.9061403274536133,nan,age-v1_1-p0003-a_domestic_dog-vs-a_galapagos_tortoise,old,nan,young_old,0.021219019358623675,0.8188646255411015,0.11513560103513422,0.04478075406514048,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6553487335010838,young,nan,False,False,-11.35405158996582,-7.412779808044434,-9.010579109191895,-10.58835220336914,-1.597799301147461,nan,age-v1_1-p0003-a_domestic_dog-vs-a_galapagos_tortoise,old,nan,young_old,0.015372345439663739,0.7914303883058392,0.16013907000321928,0.033058196251277594,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6333631435311727,youthful,nan,False,False,-12.016587257385254,-8.363566398620605,-10.325374603271484,-11.269706726074219,-2.9061403274536133,nan,age-v1_1-p0003-a_domestic_dog-vs-a_bowhead_whale,old,nan,young_old,0.021219019358623675,0.8188646255411015,0.11513560103513422,0.04478075406514048,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard,age,0.9465237214519077,young,nan,False,False,-11.67918872833252,-9.334479331970215,-9.927189826965332,-12.287904739379883,-0.5927104949951172,nan,age-v1_1-p0003-a_domestic_dog-vs-a_bowhead_whale,old,nan,young_old,0.05636849174040041,0.5879369661189133,0.32502732206192886,0.030667220078757364,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic mouse,a horse,standard_explicit,1,same_scalar_different_explicit_standard,age,0.4160452059774823,old,nan,False,False,-10.412203788757324,-5.088021755218506,-7.276487827301025,-9.350603103637695,2.1884660720825195,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_horse,old,nan,young_old,0.00430781013465903,0.8841367269092204,0.09910160599873485,0.01245385695738571,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a horse,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8402996806644905,youthful,nan,False,False,-12.341547966003418,-8.014854431152344,-8.446967124938965,-10.79936695098877,-2.784512519836426,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_horse,old,nan,young_old,0.00766261080149459,0.5800105518597036,0.3765058565821021,0.03582098075669979,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a human,standard_explicit,1,same_scalar_different_explicit_standard,age,0.4160452059774823,old,nan,False,False,-10.412203788757324,-5.088021755218506,-7.276487827301025,-9.350603103637695,2.1884660720825195,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_human,old,nan,young_old,0.00430781013465903,0.8841367269092204,0.09910160599873485,0.01245385695738571,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8847917286172597,young,nan,False,False,-12.286678314208984,-8.189979553222656,-8.576555252075195,-10.61423110961914,-0.38657569885253906,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_human,old,nan,young_old,0.009317455708421048,0.5603650014751262,0.38070037975410137,0.049617163062351415,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a galapagos tortoise,standard_explicit,1,same_scalar_different_explicit_standard,age,0.4160452059774823,old,nan,False,False,-10.412203788757324,-5.088021755218506,-7.276487827301025,-9.350603103637695,2.1884660720825195,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,old,nan,young_old,0.00430781013465903,0.8841367269092204,0.09910160599873485,0.01245385695738571,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8112604043519706,young,nan,False,False,-10.524792671203613,-7.497076988220215,-8.575089454650879,-10.652630805969238,-1.078012466430664,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,old,nan,young_old,0.03383338488831338,0.6986596519597559,0.23773372626809414,0.02977323688383653,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a bowhead whale,standard_explicit,1,same_scalar_different_explicit_standard,age,0.4160452059774823,old,nan,False,False,-10.412203788757324,-5.088021755218506,-7.276487827301025,-9.350603103637695,2.1884660720825195,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_bowhead_whale,old,nan,young_old,0.00430781013465903,0.8841367269092204,0.09910160599873485,0.01245385695738571,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard,age,1.0727003813220328,young,nan,False,False,-10.630009651184082,-9.03864860534668,-9.16865062713623,-11.497673034667969,-0.13000202178955078,nan,age-v1_1-p0006-a_domestic_mouse-vs-a_bowhead_whale,old,nan,young_old,0.09396575655169949,0.4614120537683256,0.4051629970304973,0.03945919264947757,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8402996806644905,youthful,nan,False,False,-12.341547966003418,-8.014854431152344,-8.446967124938965,-10.79936695098877,-2.784512519836426,nan,age-v1_1-p0006-a_horse-vs-a_human,old,nan,young_old,0.00766261080149459,0.5800105518597036,0.3765058565821021,0.03582098075669979,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8847917286172597,young,nan,False,False,-12.286678314208984,-8.189979553222656,-8.576555252075195,-10.61423110961914,-0.38657569885253906,nan,age-v1_1-p0006-a_horse-vs-a_human,old,nan,young_old,0.009317455708421048,0.5603650014751262,0.38070037975410137,0.049617163062351415,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8402996806644905,youthful,nan,False,False,-12.341547966003418,-8.014854431152344,-8.446967124938965,-10.79936695098877,-2.784512519836426,nan,age-v1_1-p0006-a_horse-vs-a_galapagos_tortoise,old,nan,young_old,0.00766261080149459,0.5800105518597036,0.3765058565821021,0.03582098075669979,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8112604043519706,young,nan,False,False,-10.524792671203613,-7.497076988220215,-8.575089454650879,-10.652630805969238,-1.078012466430664,nan,age-v1_1-p0006-a_horse-vs-a_galapagos_tortoise,old,nan,young_old,0.03383338488831338,0.6986596519597559,0.23773372626809414,0.02977323688383653,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8402996806644905,youthful,nan,False,False,-12.341547966003418,-8.014854431152344,-8.446967124938965,-10.79936695098877,-2.784512519836426,nan,age-v1_1-p0006-a_horse-vs-a_bowhead_whale,old,nan,young_old,0.00766261080149459,0.5800105518597036,0.3765058565821021,0.03582098075669979,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard,age,1.0727003813220328,young,nan,False,False,-10.630009651184082,-9.03864860534668,-9.16865062713623,-11.497673034667969,-0.13000202178955078,nan,age-v1_1-p0006-a_horse-vs-a_bowhead_whale,old,nan,young_old,0.09396575655169949,0.4614120537683256,0.4051629970304973,0.03945919264947757,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 6 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a domestic dog,standard_explicit,1,same_scalar_different_explicit_standard,age,0.26051709207511997,old,nan,False,False,-10.335589408874512,-5.632486820220947,-8.822243690490723,-10.378419876098633,3.1897568702697754,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_domestic_dog,old,nan,young_old,0.008562465029207402,0.9443441902931481,0.03888987125937851,0.00820347341826601,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard,age,0.45172229413511167,mature,nan,False,False,-11.254931449890137,-7.729825496673584,-10.28173828125,-11.740765571594238,-3.5251059532165527,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_domestic_dog,old,nan,young_old,0.026165039949423898,0.8884959771224933,0.06924267306054728,0.016096309867535772,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a horse,standard_explicit,1,same_scalar_different_explicit_standard,age,0.26051709207511997,old,nan,False,False,-10.335589408874512,-5.632486820220947,-8.822243690490723,-10.378419876098633,3.1897568702697754,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_horse,old,nan,young_old,0.008562465029207402,0.9443441902931481,0.03888987125937851,0.00820347341826601,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a horse,standard_explicit,0,same_scalar_different_explicit_standard,age,0.5909871149341652,youthful,nan,False,False,-11.598143577575684,-6.618391513824463,-8.101627349853516,-10.417037010192871,-3.798645496368408,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_horse,old,nan,young_old,0.005473556176412621,0.796064802419004,0.18062891919123183,0.017832722213351512,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a human,standard_explicit,1,same_scalar_different_explicit_standard,age,0.26051709207511997,old,nan,False,False,-10.335589408874512,-5.632486820220947,-8.822243690490723,-10.378419876098633,3.1897568702697754,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_human,old,nan,young_old,0.008562465029207402,0.9443441902931481,0.03888987125937851,0.00820347341826601,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6679661359259758,young,nan,False,False,-12.108980178833008,-7.3293232917785645,-8.624963760375977,-10.635452270507812,-1.295640468597412,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_human,old,nan,young_old,0.006368678216122466,0.7582770602603819,0.2075574907427335,0.027796770780762182,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a galapagos tortoise,standard_explicit,1,same_scalar_different_explicit_standard,age,0.26051709207511997,old,nan,False,False,-10.335589408874512,-5.632486820220947,-8.822243690490723,-10.378419876098633,3.1897568702697754,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,old,nan,young_old,0.008562465029207402,0.9443441902931481,0.03888987125937851,0.00820347341826601,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.8867564982751986,young,nan,False,False,-10.449849128723145,-7.481955528259277,-8.611709594726562,-9.857586860656738,-1.1297540664672852,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,old,nan,young_old,0.035033860780360374,0.6814402991296289,0.22018202236967774,0.06334381772033312,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a bowhead whale,standard_explicit,1,same_scalar_different_explicit_standard,age,0.26051709207511997,old,nan,False,False,-10.335589408874512,-5.632486820220947,-8.822243690490723,-10.378419876098633,3.1897568702697754,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_bowhead_whale,old,nan,young_old,0.008562465029207402,0.9443441902931481,0.03888987125937851,0.00820347341826601,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard,age,0.9675523596241521,young,nan,False,False,-11.298009872436523,-8.674013137817383,-8.813376426696777,-11.098572731018066,-0.13936328887939453,nan,age-v1_1-p0010-a_domestic_mouse-vs-a_bowhead_whale,old,nan,young_old,0.035703869169618346,0.49238247250825207,0.4283293927245359,0.043584265597593486,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard,age,0.45172229413511167,mature,nan,False,False,-11.254931449890137,-7.729825496673584,-10.28173828125,-11.740765571594238,-3.5251059532165527,nan,age-v1_1-p0010-a_domestic_dog-vs-a_horse,old,nan,young_old,0.026165039949423898,0.8884959771224933,0.06924267306054728,0.016096309867535772,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard,age,0.5909871149341652,youthful,nan,False,False,-11.598143577575684,-6.618391513824463,-8.101627349853516,-10.417037010192871,-3.798645496368408,nan,age-v1_1-p0010-a_domestic_dog-vs-a_horse,old,nan,young_old,0.005473556176412621,0.796064802419004,0.18062891919123183,0.017832722213351512,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.45172229413511167,mature,nan,False,False,-11.254931449890137,-7.729825496673584,-10.28173828125,-11.740765571594238,-3.5251059532165527,nan,age-v1_1-p0010-a_domestic_dog-vs-a_human,old,nan,young_old,0.026165039949423898,0.8884959771224933,0.06924267306054728,0.016096309867535772,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard,age,0.6679661359259758,young,nan,False,False,-12.108980178833008,-7.3293232917785645,-8.624963760375977,-10.635452270507812,-1.295640468597412,nan,age-v1_1-p0010-a_domestic_dog-vs-a_human,old,nan,young_old,0.006368678216122466,0.7582770602603819,0.2075574907427335,0.027796770780762182,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 10 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard,age,0.45172229413511167,mature,nan,False,False,-11.254931449890137,-7.729825496673584,-10.28173828125,-11.740765571594238,-3.5251059532165527,nan,age-v1_1-p0010-a_domestic_dog-vs-a_galapagos_tortoise,old,nan,young_old,0.026165039949423898,0.8884959771224933,0.06924267306054728,0.016096309867535772,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_1,comparison_class_explicit,10 years,gradable_scalar,years,10
