comparison,correct,domain,entropy,expected_label,expected_label_index,ordered_score,pair_id,pred_label,pred_label_index,predictor,prob_cold,prob_cool,prob_hot,prob_huge,prob_large,prob_mass_in_label_order,prob_mature,prob_old,prob_small,prob_tiny,prob_warm,prob_young,prob_youthful,prompt,prompt_hash,side,standard,target,value
room air,1,temperature,1.0547930747186276,cold,0.0,0.871963884809988,temp-v1_3c-m010-room_air-vs-freezer_air,cold,0.0,-31.0,0.6138577933399485,0.05571692190503647,0.1553963933949216,,,1.0000000000000002,,,,,0.17502889136009353,,,"For room air, normal is 21 degrees Celsius. Compared to that, -10 degrees Celsius is",9aa642c0bd07df9b,a,21.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,1.031750318567504,warm,2.0,0.8463236661172908,temp-v1_3c-m010-room_air-vs-freezer_air,cold,0.0,8.0,0.6192948049841708,0.04759770602235075,0.13251098210798296,,,1.0,,,,,0.2005965068854956,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",07348c0a73c57640,b,-18.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,1.031750318567504,warm,2.0,0.8463236661172908,temp-v1_3c-m010-freezer_air-vs-swimming_pool_water,cold,0.0,8.0,0.6192948049841708,0.04759770602235075,0.13251098210798296,,,1.0,,,,,0.2005965068854956,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",07348c0a73c57640,a,-18.0,-10 degrees Celsius,-10.0
swimming-pool water,1,temperature,0.702555011734155,cold,0.0,0.48487726519798857,temp-v1_3c-m010-freezer_air-vs-swimming_pool_water,cold,0.0,-37.0,0.7943295630097554,0.020062652129528426,0.09359904334702775,,,1.0,,,,,0.09200874151368843,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, -10 degrees Celsius is",4c134228a83e95f8,b,27.0,-10 degrees Celsius,-10.0
bath water,1,temperature,0.6900270168998719,cold,0.0,0.4828504083177121,temp-v1_3c-m010-bath_water-vs-freezer_air,cold,0.0,-48.0,0.7982948759829861,0.017731309506308048,0.09717146978999239,,,1.0,,,,,0.08680234472071344,,,"For bath water, normal is 38 degrees Celsius. Compared to that, -10 degrees Celsius is",c773301fb381a61f,a,38.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,1.031750318567504,warm,2.0,0.8463236661172908,temp-v1_3c-m010-bath_water-vs-freezer_air,cold,0.0,8.0,0.6192948049841708,0.04759770602235075,0.13251098210798296,,,1.0,,,,,0.2005965068854956,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",07348c0a73c57640,b,-18.0,-10 degrees Celsius,-10.0
freshly served tea,1,temperature,1.1477391979851301,cold,0.0,1.0239835234734547,temp-v1_3c-m010-freshly_served_tea-vs-freezer_air,cold,0.0,-90.0,0.5133172785147013,0.07164207580395249,0.12226015630680945,,,0.9999999999999999,,,,,0.29278048937453677,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, -10 degrees Celsius is",4ab9f5336b02f6cd,a,80.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,1.031750318567504,warm,2.0,0.8463236661172908,temp-v1_3c-m010-freshly_served_tea-vs-freezer_air,cold,0.0,8.0,0.6192948049841708,0.04759770602235075,0.13251098210798296,,,1.0,,,,,0.2005965068854956,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",07348c0a73c57640,b,-18.0,-10 degrees Celsius,-10.0
heated oven air,0,temperature,1.1215252284730048,cold,0.0,1.6299217664630463,temp-v1_3c-m010-heated_oven_air-vs-freezer_air,hot,3.0,-190.0,0.3830726805955365,0.02119673222167707,0.4172638598757964,,,1.0,,,,,0.17846672730699012,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, -10 degrees Celsius is",7fdc52c835d81d29,a,180.0,-10 degrees Celsius,-10.0
freezer air,0,temperature,1.031750318567504,warm,2.0,0.8463236661172908,temp-v1_3c-m010-heated_oven_air-vs-freezer_air,cold,0.0,8.0,0.6192948049841708,0.04759770602235075,0.13251098210798296,,,1.0,,,,,0.2005965068854956,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",07348c0a73c57640,b,-18.0,-10 degrees Celsius,-10.0
room air,0,temperature,1.21576738981611,cool,1.0,1.2640637387774045,temp-v1_3c-p005-room_air-vs-freezer_air,cold,0.0,-16.0,0.46617282519418746,0.07163525093765978,0.26804464010343926,,,1.0000000000000002,,,,,0.19414728376471363,,,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",788195080578b705,a,21.0,5 degrees Celsius,5.0
freezer air,0,temperature,0.5809442748735085,hot,3.0,0.28943546339088977,temp-v1_3c-p005-room_air-vs-freezer_air,cold,0.0,23.0,0.8507620103539983,0.062185613085090706,0.05314509718397705,,,1.0,,,,,0.03390727937693397,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",ee5b30a503fb44a3,b,-18.0,5 degrees Celsius,5.0
swimming-pool water,1,temperature,1.184407078163149,cold,0.0,1.4080459580798623,temp-v1_3c-p005-swimming_pool_water-vs-freezer_air,cold,0.0,-22.0,0.4365142418456047,0.04553738865768957,0.3266118304287613,,,1.0000000000000002,,,,,0.19133653906794457,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 5 degrees Celsius is",a919bd3da588508c,a,27.0,5 degrees Celsius,5.0
freezer air,0,temperature,0.5809442748735085,hot,3.0,0.28943546339088977,temp-v1_3c-p005-swimming_pool_water-vs-freezer_air,cold,0.0,23.0,0.8507620103539983,0.062185613085090706,0.05314509718397705,,,1.0,,,,,0.03390727937693397,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",ee5b30a503fb44a3,b,-18.0,5 degrees Celsius,5.0
freezer air,0,temperature,0.5809442748735085,hot,3.0,0.28943546339088977,temp-v1_3c-p005-freezer_air-vs-bath_water,cold,0.0,23.0,0.8507620103539983,0.062185613085090706,0.05314509718397705,,,1.0,,,,,0.03390727937693397,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",ee5b30a503fb44a3,a,-18.0,5 degrees Celsius,5.0
bath water,1,temperature,1.0676250320429554,cold,0.0,0.9182769825559194,temp-v1_3c-p005-freezer_air-vs-bath_water,cold,0.0,-33.0,0.6044419875457284,0.08941046514686912,0.21657142279424546,,,0.9999999999999999,,,,,0.0895761245131569,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 5 degrees Celsius is",8752149586a2b7f6,b,38.0,5 degrees Celsius,5.0
freshly served tea,0,temperature,1.1411755861496535,cold,0.0,1.4443854526524031,temp-v1_3c-p005-freshly_served_tea-vs-freezer_air,warm,2.0,-75.0,0.35282172778467624,0.029439898565242446,0.179468806786998,,,1.0,,,,,0.4382695668630834,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 5 degrees Celsius is",5e991393450337e7,a,80.0,5 degrees Celsius,5.0
freezer air,0,temperature,0.5809442748735085,hot,3.0,0.28943546339088977,temp-v1_3c-p005-freshly_served_tea-vs-freezer_air,cold,0.0,23.0,0.8507620103539983,0.062185613085090706,0.05314509718397705,,,1.0,,,,,0.03390727937693397,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",ee5b30a503fb44a3,b,-18.0,5 degrees Celsius,5.0
heated oven air,0,temperature,1.075018183891473,cold,0.0,1.9981344800862322,temp-v1_3c-p005-heated_oven_air-vs-freezer_air,hot,3.0,-175.0,0.26192084465735277,0.03965289346264717,0.5616290628635849,,,1.0,,,,,0.1367971990164151,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 5 degrees Celsius is",8f5809e53595cc6d,a,180.0,5 degrees Celsius,5.0
freezer air,0,temperature,0.5809442748735085,hot,3.0,0.28943546339088977,temp-v1_3c-p005-heated_oven_air-vs-freezer_air,cold,0.0,23.0,0.8507620103539983,0.062185613085090706,0.05314509718397705,,,1.0,,,,,0.03390727937693397,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",ee5b30a503fb44a3,b,-18.0,5 degrees Celsius,5.0
swimming-pool water,1,temperature,1.184407078163149,cold,0.0,1.4080459580798623,temp-v1_3c-p005-swimming_pool_water-vs-room_air,cold,0.0,-22.0,0.4365142418456047,0.04553738865768957,0.3266118304287613,,,1.0000000000000002,,,,,0.19133653906794457,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 5 degrees Celsius is",a919bd3da588508c,a,27.0,5 degrees Celsius,5.0
room air,0,temperature,1.21576738981611,cool,1.0,1.2640637387774045,temp-v1_3c-p005-swimming_pool_water-vs-room_air,cold,0.0,-16.0,0.46617282519418746,0.07163525093765978,0.26804464010343926,,,1.0000000000000002,,,,,0.19414728376471363,,,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",788195080578b705,b,21.0,5 degrees Celsius,5.0
room air,0,temperature,1.21576738981611,cool,1.0,1.2640637387774045,temp-v1_3c-p005-room_air-vs-bath_water,cold,0.0,-16.0,0.46617282519418746,0.07163525093765978,0.26804464010343926,,,1.0000000000000002,,,,,0.19414728376471363,,,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",788195080578b705,a,21.0,5 degrees Celsius,5.0
bath water,1,temperature,1.0676250320429554,cold,0.0,0.9182769825559194,temp-v1_3c-p005-room_air-vs-bath_water,cold,0.0,-33.0,0.6044419875457284,0.08941046514686912,0.21657142279424546,,,0.9999999999999999,,,,,0.0895761245131569,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 5 degrees Celsius is",8752149586a2b7f6,b,38.0,5 degrees Celsius,5.0
freshly served tea,0,temperature,1.1411755861496535,cold,0.0,1.4443854526524031,temp-v1_3c-p005-freshly_served_tea-vs-room_air,warm,2.0,-75.0,0.35282172778467624,0.029439898565242446,0.179468806786998,,,1.0,,,,,0.4382695668630834,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 5 degrees Celsius is",5e991393450337e7,a,80.0,5 degrees Celsius,5.0
room air,0,temperature,1.21576738981611,cool,1.0,1.2640637387774045,temp-v1_3c-p005-freshly_served_tea-vs-room_air,cold,0.0,-16.0,0.46617282519418746,0.07163525093765978,0.26804464010343926,,,1.0000000000000002,,,,,0.19414728376471363,,,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",788195080578b705,b,21.0,5 degrees Celsius,5.0
heated oven air,0,temperature,1.075018183891473,cold,0.0,1.9981344800862322,temp-v1_3c-p005-heated_oven_air-vs-room_air,hot,3.0,-175.0,0.26192084465735277,0.03965289346264717,0.5616290628635849,,,1.0,,,,,0.1367971990164151,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 5 degrees Celsius is",8f5809e53595cc6d,a,180.0,5 degrees Celsius,5.0
room air,0,temperature,1.21576738981611,cool,1.0,1.2640637387774045,temp-v1_3c-p005-heated_oven_air-vs-room_air,cold,0.0,-16.0,0.46617282519418746,0.07163525093765978,0.26804464010343926,,,1.0000000000000002,,,,,0.19414728376471363,,,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",788195080578b705,b,21.0,5 degrees Celsius,5.0
freezer air,0,temperature,0.7212532436745559,hot,3.0,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-room_air,cold,0.0,33.0,0.798829809498824,0.07973087297576052,0.06201877279026703,,,1.0,,,,,0.059420544735148434,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",d94209ad403c10f5,a,-18.0,15 degrees Celsius,15.0
room air,0,temperature,1.1452288572585694,cool,1.0,1.0345575465643262,temp-v1_3c-p015-freezer_air-vs-room_air,cold,0.0,-6.0,0.5528084774145801,0.08336911869458619,0.22354362008807238,,,1.0,,,,,0.14027878380276146,,,"For room air, normal is 21 degrees Celsius. Compared to that, 15 degrees Celsius is",a2331eb67e16797e,b,21.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.7212532436745559,hot,3.0,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-swimming_pool_water,cold,0.0,33.0,0.798829809498824,0.07973087297576052,0.06201877279026703,,,1.0,,,,,0.059420544735148434,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",d94209ad403c10f5,a,-18.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.1459755462077865,cool,1.0,1.1580008306931682,temp-v1_3c-p015-freezer_air-vs-swimming_pool_water,cold,0.0,-12.0,0.5208852076091597,0.051972135464847274,0.2517433813763346,,,0.9999999999999998,,,,,0.1753992755496583,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 15 degrees Celsius is",79f343a68728520c,b,27.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.7212532436745559,hot,3.0,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-bath_water,cold,0.0,33.0,0.798829809498824,0.07973087297576052,0.06201877279026703,,,1.0,,,,,0.059420544735148434,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",d94209ad403c10f5,a,-18.0,15 degrees Celsius,15.0
bath water,1,temperature,1.1270885435004738,cold,0.0,0.8857851163427933,temp-v1_3c-p015-freezer_air-vs-bath_water,cold,0.0,-23.0,0.5798568897681431,0.13983149313697604,0.18533038901605536,,,1.0,,,,,0.0949812280788256,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 15 degrees Celsius is",669a35700309b776,b,38.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.7212532436745559,hot,3.0,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-freshly_served_tea,cold,0.0,33.0,0.798829809498824,0.07973087297576052,0.06201877279026703,,,1.0,,,,,0.059420544735148434,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",d94209ad403c10f5,a,-18.0,15 degrees Celsius,15.0
freshly served tea,1,temperature,1.225195075036769,cold,0.0,1.1958126501292374,temp-v1_3c-p015-freezer_air-vs-freshly_served_tea,cold,0.0,-65.0,0.4531559779845547,0.07805792198648538,0.1801825280848322,,,1.0,,,,,0.28860357194412767,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 15 degrees Celsius is",523b620365a8912d,b,80.0,15 degrees Celsius,15.0
heated oven air,0,temperature,1.1198049251193622,cold,0.0,1.6668879824977116,temp-v1_3c-p015-heated_oven_air-vs-freezer_air,hot,3.0,-165.0,0.3737369438694707,0.04842993180201045,0.4627918020386633,,,1.0,,,,,0.11504132228985553,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 15 degrees Celsius is",e0490427742aa617,a,180.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.7212532436745559,hot,3.0,0.3846282808168585,temp-v1_3c-p015-heated_oven_air-vs-freezer_air,cold,0.0,33.0,0.798829809498824,0.07973087297576052,0.06201877279026703,,,1.0,,,,,0.059420544735148434,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",d94209ad403c10f5,b,-18.0,15 degrees Celsius,15.0
bath water,1,temperature,1.1270885435004738,cold,0.0,0.8857851163427933,temp-v1_3c-p015-bath_water-vs-room_air,cold,0.0,-23.0,0.5798568897681431,0.13983149313697604,0.18533038901605536,,,1.0,,,,,0.0949812280788256,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 15 degrees Celsius is",669a35700309b776,a,38.0,15 degrees Celsius,15.0
room air,0,temperature,1.1452288572585694,cool,1.0,1.0345575465643262,temp-v1_3c-p015-bath_water-vs-room_air,cold,0.0,-6.0,0.5528084774145801,0.08336911869458619,0.22354362008807238,,,1.0,,,,,0.14027878380276146,,,"For room air, normal is 21 degrees Celsius. Compared to that, 15 degrees Celsius is",a2331eb67e16797e,b,21.0,15 degrees Celsius,15.0
room air,0,temperature,1.1452288572585694,cool,1.0,1.0345575465643262,temp-v1_3c-p015-room_air-vs-freshly_served_tea,cold,0.0,-6.0,0.5528084774145801,0.08336911869458619,0.22354362008807238,,,1.0,,,,,0.14027878380276146,,,"For room air, normal is 21 degrees Celsius. Compared to that, 15 degrees Celsius is",a2331eb67e16797e,a,21.0,15 degrees Celsius,15.0
freshly served tea,1,temperature,1.225195075036769,cold,0.0,1.1958126501292374,temp-v1_3c-p015-room_air-vs-freshly_served_tea,cold,0.0,-65.0,0.4531559779845547,0.07805792198648538,0.1801825280848322,,,1.0,,,,,0.28860357194412767,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 15 degrees Celsius is",523b620365a8912d,b,80.0,15 degrees Celsius,15.0
heated oven air,0,temperature,1.1198049251193622,cold,0.0,1.6668879824977116,temp-v1_3c-p015-heated_oven_air-vs-room_air,hot,3.0,-165.0,0.3737369438694707,0.04842993180201045,0.4627918020386633,,,1.0,,,,,0.11504132228985553,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 15 degrees Celsius is",e0490427742aa617,a,180.0,15 degrees Celsius,15.0
room air,0,temperature,1.1452288572585694,cool,1.0,1.0345575465643262,temp-v1_3c-p015-heated_oven_air-vs-room_air,cold,0.0,-6.0,0.5528084774145801,0.08336911869458619,0.22354362008807238,,,1.0,,,,,0.14027878380276146,,,"For room air, normal is 21 degrees Celsius. Compared to that, 15 degrees Celsius is",a2331eb67e16797e,b,21.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.1459755462077865,cool,1.0,1.1580008306931682,temp-v1_3c-p015-swimming_pool_water-vs-bath_water,cold,0.0,-12.0,0.5208852076091597,0.051972135464847274,0.2517433813763346,,,0.9999999999999998,,,,,0.1753992755496583,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 15 degrees Celsius is",79f343a68728520c,a,27.0,15 degrees Celsius,15.0
bath water,1,temperature,1.1270885435004738,cold,0.0,0.8857851163427933,temp-v1_3c-p015-swimming_pool_water-vs-bath_water,cold,0.0,-23.0,0.5798568897681431,0.13983149313697604,0.18533038901605536,,,1.0,,,,,0.0949812280788256,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 15 degrees Celsius is",669a35700309b776,b,38.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.1459755462077865,cool,1.0,1.1580008306931682,temp-v1_3c-p015-swimming_pool_water-vs-freshly_served_tea,cold,0.0,-12.0,0.5208852076091597,0.051972135464847274,0.2517433813763346,,,0.9999999999999998,,,,,0.1753992755496583,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 15 degrees Celsius is",79f343a68728520c,a,27.0,15 degrees Celsius,15.0
freshly served tea,1,temperature,1.225195075036769,cold,0.0,1.1958126501292374,temp-v1_3c-p015-swimming_pool_water-vs-freshly_served_tea,cold,0.0,-65.0,0.4531559779845547,0.07805792198648538,0.1801825280848322,,,1.0,,,,,0.28860357194412767,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 15 degrees Celsius is",523b620365a8912d,b,80.0,15 degrees Celsius,15.0
swimming-pool water,0,temperature,1.1459755462077865,cool,1.0,1.1580008306931682,temp-v1_3c-p015-swimming_pool_water-vs-heated_oven_air,cold,0.0,-12.0,0.5208852076091597,0.051972135464847274,0.2517433813763346,,,0.9999999999999998,,,,,0.1753992755496583,,,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 15 degrees Celsius is",79f343a68728520c,a,27.0,15 degrees Celsius,15.0
heated oven air,0,temperature,1.1198049251193622,cold,0.0,1.6668879824977116,temp-v1_3c-p015-swimming_pool_water-vs-heated_oven_air,hot,3.0,-165.0,0.3737369438694707,0.04842993180201045,0.4627918020386633,,,1.0,,,,,0.11504132228985553,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 15 degrees Celsius is",e0490427742aa617,b,180.0,15 degrees Celsius,15.0
freezer air,0,temperature,0.5772926327419415,hot,3.0,0.25415934534959217,temp-v1_3c-p025-freezer_air-vs-room_air,cold,0.0,43.0,0.8428352925675446,0.09819600515065237,0.038025935635333984,,,0.9999999999999999,,,,,0.020942766646468908,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 25 degrees Celsius is",0421e01269f67d34,a,-18.0,25 degrees Celsius,25.0
room air,0,temperature,1.260469941216783,warm,2.0,1.5551146476430908,temp-v1_3c-p025-freezer_air-vs-room_air,hot,3.0,4.0,0.35728381767082185,0.11701698077230192,0.38669926375703634,,,1.0,,,,,0.1389999377998399,,,"For room air, normal is 21 degrees Celsius. Compared to that, 25 degrees Celsius is",af1d3c09f060e903,b,21.0,25 degrees Celsius,25.0
bath water,0,temperature,1.1608982140256823,cool,1.0,0.9363730793219698,temp-v1_3c-p025-bath_water-vs-freezer_air,cold,0.0,-13.0,0.5271483206544142,0.20973671379383424,0.20040643442463246,,,1.0,,,,,0.06270853112711905,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 25 degrees Celsius is",2d75803b7cd282fa,a,38.0,25 degrees Celsius,25.0
freezer air,0,temperature,0.5772926327419415,hot,3.0,0.25415934534959217,temp-v1_3c-p025-bath_water-vs-freezer_air,cold,0.0,43.0,0.8428352925675446,0.09819600515065237,0.038025935635333984,,,0.9999999999999999,,,,,0.020942766646468908,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 25 degrees Celsius is",0421e01269f67d34,b,-18.0,25 degrees Celsius,25.0
freezer air,0,temperature,0.5772926327419415,hot,3.0,0.25415934534959217,temp-v1_3c-p025-freezer_air-vs-freshly_served_tea,cold,0.0,43.0,0.8428352925675446,0.09819600515065237,0.038025935635333984,,,0.9999999999999999,,,,,0.020942766646468908,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 25 degrees Celsius is",0421e01269f67d34,a,-18.0,25 degrees Celsius,25.0
freshly served tea,1,temperature,1.029532329717507,cold,0.0,0.999095366865372,temp-v1_3c-p025-freezer_air-vs-freshly_served_tea,cold,0.0,-55.0,0.6008909126764734,0.053179962302888205,0.254057154521207,,,1.0,,,,,0.09187197049943142,,,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 25 degrees Celsius is",7cb6dd5830e84b64,b,80.0,25 degrees Celsius,25.0
freezer air,0,temperature,0.5772926327419415,hot,3.0,0.25415934534959217,temp-v1_3c-p025-freezer_air-vs-heated_oven_air,cold,0.0,43.0,0.8428352925675446,0.09819600515065237,0.038025935635333984,,,0.9999999999999999,,,,,0.020942766646468908,,,"For freezer air, normal is -18 degrees Celsius. Compared to that, 25 degrees Celsius is",0421e01269f67d34,a,-18.0,25 degrees Celsius,25.0
heated oven air,0,temperature,1.1264348409420637,cold,0.0,1.8417163640217864,temp-v1_3c-p025-freezer_air-vs-heated_oven_air,hot,3.0,-155.0,0.30737586154355423,0.05462773810670095,0.5110958252155958,,,1.0,,,,,0.12690057513414904,,,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 25 degrees Celsius is",94bf0186c8955393,b,180.0,25 degrees Celsius,25.0
bath water,0,temperature,1.1608982140256823,cool,1.0,0.9363730793219698,temp-v1_3c-p025-bath_water-vs-room_air,cold,0.0,-13.0,0.5271483206544142,0.20973671379383424,0.20040643442463246,,,1.0,,,,,0.06270853112711905,,,"For bath water, normal is 38 degrees Celsius. Compared to that, 25 degrees Celsius is",2d75803b7cd282fa,a,38.0,25 degrees Celsius,25.0
room air,0,temperature,1.260469941216783,warm,2.0,1.5551146476430908,temp-v1_3c-p025-bath_water-vs-room_air,hot,3.0,4.0,0.35728381767082185,0.11701698077230192,0.38669926375703634,,,1.0,,,,,0.1389999377998399,,,"For room air, normal is 21 degrees Celsius. Compared to that, 25 degrees Celsius is",af1d3c09f060e903,b,21.0,25 degrees Celsius,25.0
