comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.8893141625328742,warm,2.0,False,False,-8.055670738220215,-10.694043159484863,-9.729632377624512,-10.038411140441895,-1.9827404022216797,0.6510969105124402,temp-v1-m010-freezer_air-vs-room_air,cold,0.0,warm_cold,0.7159878864130131,0.05117703146203293,0.13424971480049935,0.0985853673244546,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,room air,standard_explicit,1,same_scalar_different_explicit_standard,temperature,0.6440178322786574,cold,0.0,False,False,-3.678872585296631,-7.76721715927124,-5.60602331161499,-6.3318305015563965,1.9271507263183594,0.48211606136734036,temp-v1-m010-freezer_air-vs-room_air,cold,0.0,warm_cold,0.8111800970229152,0.013601029975039425,0.11807728538820988,0.0571415876138357,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.8893141625328742,warm,2.0,False,False,-8.055670738220215,-10.694043159484863,-9.729632377624512,-10.038411140441895,-1.9827404022216797,0.6510969105124402,temp-v1-m010-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.7159878864130131,0.05117703146203293,0.13424971480049935,0.0985853673244546,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard,temperature,1.1348373828800846,cold,0.0,False,False,-5.957361698150635,-8.851255416870117,-6.362091541290283,-6.804147243499756,0.40472984313964844,1.3547167521187033,temp-v1-m010-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.4648334209723711,0.02573328752433359,0.3101168815877793,0.19931640991551597,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.8893141625328742,warm,2.0,False,False,-8.055670738220215,-10.694043159484863,-9.729632377624512,-10.038411140441895,-1.9827404022216797,0.6510969105124402,temp-v1-m010-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.7159878864130131,0.05117703146203293,0.13424971480049935,0.0985853673244546,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,bath water,standard_explicit,1,same_scalar_different_explicit_standard,temperature,0.819905138300224,cold,0.0,False,False,-6.876223564147949,-10.807382583618164,-8.212225914001465,-9.033859252929688,1.3360023498535156,0.7435023586797205,temp-v1-m010-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.7152494835906325,0.014033851712364119,0.1880351775733495,0.08268148712365395,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.8893141625328742,warm,2.0,False,False,-8.055670738220215,-10.694043159484863,-9.729632377624512,-10.038411140441895,-1.9827404022216797,0.6510969105124402,temp-v1-m010-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.7159878864130131,0.05117703146203293,0.13424971480049935,0.0985853673244546,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard,temperature,0.9169659974386092,cold,0.0,False,False,-5.278870105743408,-8.363576889038086,-6.252818584442139,-7.491746425628662,0.9739484786987305,0.9116366881174744,temp-v1-m010-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.652435653058645,0.02984465420042185,0.24635264843518645,0.0713670443057465,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.8893141625328742,warm,2.0,False,False,-8.055670738220215,-10.694043159484863,-9.729632377624512,-10.038411140441895,-1.9827404022216797,0.6510969105124402,temp-v1-m010-freezer_air-vs-heated_oven_air,cold,0.0,warm_cold,0.7159878864130131,0.05117703146203293,0.13424971480049935,0.0985853673244546,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.9674003434592092,cold,0.0,False,False,-7.493307113647461,-11.500762939453125,-7.470585823059082,-9.14448356628418,-0.022721290588378906,1.5543193668436337,temp-v1-m010-freezer_air-vs-heated_oven_air,hot,3.0,warm_cold,0.4478310267392376,0.008141383779147915,0.4581228041012566,0.08590478538035798,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,celsius,-10
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7339444708322815,hot,3.0,False,False,-6.994271755218506,-9.963027954101562,-9.416659355163574,-9.054964065551758,-2.4223875999450684,0.45148192333653586,temp-v1-p005-freezer_air-vs-room_air,cold,0.0,warm_cold,0.7889904366982166,0.040528198905507684,0.0699909956384767,0.10049036875779904,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1390343159633065,cool,1.0,False,False,-5.670473098754883,-8.799229621887207,-5.574762344360352,-6.101871490478516,-3.2244672775268555,1.6623498135129544,temp-v1-p005-freezer_air-vs-room_air,hot,3.0,warm_cold,0.3579337658237955,0.015667545927299544,0.3938848910878449,0.23251379716106008,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7339444708322815,hot,3.0,False,False,-6.994271755218506,-9.963027954101562,-9.416659355163574,-9.054964065551758,-2.4223875999450684,0.45148192333653586,temp-v1-p005-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.7889904366982166,0.040528198905507684,0.0699909956384767,0.10049036875779904,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1132127454197274,cold,0.0,False,False,-6.8876800537109375,-8.82320785522461,-5.910391807556152,-6.544687271118164,-0.9772882461547852,2.0984297617805163,temp-v1-p005-freezer_air-vs-swimming_pool_water,hot,3.0,warm_cold,0.19191105153132437,0.02770198828600769,0.509953853129173,0.27043310705349494,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7339444708322815,hot,3.0,False,False,-6.994271755218506,-9.963027954101562,-9.416659355163574,-9.054964065551758,-2.4223875999450684,0.45148192333653586,temp-v1-p005-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.7889904366982166,0.040528198905507684,0.0699909956384767,0.10049036875779904,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,bath water,standard_explicit,1,same_scalar_different_explicit_standard,temperature,1.1525932749933114,cold,0.0,False,False,-7.758608818054199,-10.327969551086426,-8.212600708007812,-8.655954360961914,0.4539918899536133,1.3198314664447142,temp-v1-p005-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.47184886299253165,0.03613630344972024,0.29966549587949765,0.1923493376782505,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7339444708322815,hot,3.0,False,False,-6.994271755218506,-9.963027954101562,-9.416659355163574,-9.054964065551758,-2.4223875999450684,0.45148192333653586,temp-v1-p005-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.7889904366982166,0.040528198905507684,0.0699909956384767,0.10049036875779904,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.096583177042409,cold,0.0,False,False,-5.614571571350098,-7.901342391967773,-5.558168411254883,-6.987393379211426,-0.056403160095214844,1.5675234475666087,temp-v1-p005-freezer_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.4144203223551211,0.04210261739074675,0.43846670966759754,0.10501035058653467,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7339444708322815,hot,3.0,False,False,-6.994271755218506,-9.963027954101562,-9.416659355163574,-9.054964065551758,-2.4223875999450684,0.45148192333653586,temp-v1-p005-freezer_air-vs-heated_oven_air,cold,0.0,warm_cold,0.7889904366982166,0.040528198905507684,0.0699909956384767,0.10049036875779904,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1100309689077277,cold,0.0,False,False,-9.01516342163086,-10.847477912902832,-8.3600435256958,-9.65404224395752,-0.6551198959350586,1.9350540025861194,temp-v1-p005-freezer_air-vs-heated_oven_air,hot,3.0,warm_cold,0.27675531959862376,0.04429267448244569,0.5328573162658126,0.146094689653118,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1390343159633065,cool,1.0,False,False,-5.670473098754883,-8.799229621887207,-5.574762344360352,-6.101871490478516,-3.2244672775268555,1.6623498135129544,temp-v1-p005-room_air-vs-swimming_pool_water,hot,3.0,warm_cold,0.3579337658237955,0.015667545927299544,0.3938848910878449,0.23251379716106008,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1132127454197274,cold,0.0,False,False,-6.8876800537109375,-8.82320785522461,-5.910391807556152,-6.544687271118164,-0.9772882461547852,2.0984297617805163,temp-v1-p005-room_air-vs-swimming_pool_water,hot,3.0,warm_cold,0.19191105153132437,0.02770198828600769,0.509953853129173,0.27043310705349494,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1390343159633065,cool,1.0,False,False,-5.670473098754883,-8.799229621887207,-5.574762344360352,-6.101871490478516,-3.2244672775268555,1.6623498135129544,temp-v1-p005-room_air-vs-bath_water,hot,3.0,warm_cold,0.3579337658237955,0.015667545927299544,0.3938848910878449,0.23251379716106008,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard,temperature,1.1525932749933114,cold,0.0,False,False,-7.758608818054199,-10.327969551086426,-8.212600708007812,-8.655954360961914,0.4539918899536133,1.3198314664447142,temp-v1-p005-room_air-vs-bath_water,cold,0.0,warm_cold,0.47184886299253165,0.03613630344972024,0.29966549587949765,0.1923493376782505,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1390343159633065,cool,1.0,False,False,-5.670473098754883,-8.799229621887207,-5.574762344360352,-6.101871490478516,-3.2244672775268555,1.6623498135129544,temp-v1-p005-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.3579337658237955,0.015667545927299544,0.3938848910878449,0.23251379716106008,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.096583177042409,cold,0.0,False,False,-5.614571571350098,-7.901342391967773,-5.558168411254883,-6.987393379211426,-0.056403160095214844,1.5675234475666087,temp-v1-p005-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.4144203223551211,0.04210261739074675,0.43846670966759754,0.10501035058653467,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1390343159633065,cool,1.0,False,False,-5.670473098754883,-8.799229621887207,-5.574762344360352,-6.101871490478516,-3.2244672775268555,1.6623498135129544,temp-v1-p005-room_air-vs-heated_oven_air,hot,3.0,warm_cold,0.3579337658237955,0.015667545927299544,0.3938848910878449,0.23251379716106008,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1100309689077277,cold,0.0,False,False,-9.01516342163086,-10.847477912902832,-8.3600435256958,-9.65404224395752,-0.6551198959350586,1.9350540025861194,temp-v1-p005-room_air-vs-heated_oven_air,hot,3.0,warm_cold,0.27675531959862376,0.04429267448244569,0.5328573162658126,0.146094689653118,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7822051197911732,hot,3.0,False,False,-6.730475902557373,-9.625734329223633,-9.02991771697998,-8.638267517089844,-2.2994418144226074,0.5007983650338129,temp-v1-p015-freezer_air-vs-room_air,cold,0.0,warm_cold,0.7668668578341211,0.04239603193464318,0.07692811263669821,0.11380899759453754,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.096606384128013,cool,1.0,False,False,-5.083037853240967,-8.295000076293945,-5.283718585968018,-6.090321063995361,-3.2119622230529785,1.4504090642916607,temp-v1-p015-freezer_air-vs-room_air,cold,0.0,warm_cold,0.4497088482922162,0.01811314914320548,0.3679399100192985,0.16423809254527982,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7822051197911732,hot,3.0,False,False,-6.730475902557373,-9.625734329223633,-9.02991771697998,-8.638267517089844,-2.2994418144226074,0.5007983650338129,temp-v1-p015-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.7668668578341211,0.04239603193464318,0.07692811263669821,0.11380899759453754,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,1.1811696667175573,cool,1.0,False,False,-6.024123668670654,-8.055419921875,-5.576816082000732,-6.2067790031433105,-2.4786038398742676,1.8392802467395186,temp-v1-p015-freezer_air-vs-swimming_pool_water,hot,3.0,warm_cold,0.283421331090973,0.03717506867591995,0.4432979775973846,0.23610562263572252,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7822051197911732,hot,3.0,False,False,-6.730475902557373,-9.625734329223633,-9.02991771697998,-8.638267517089844,-2.2994418144226074,0.5007983650338129,temp-v1-p015-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.7668668578341211,0.04239603193464318,0.07692811263669821,0.11380899759453754,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,bath water,standard_explicit,1,same_scalar_different_explicit_standard,temperature,1.074607479882098,cold,0.0,False,False,-7.362403392791748,-10.071379661560059,-8.249095916748047,-8.659500122070312,0.8866925239562988,1.0555705953707544,temp-v1-p015-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.570794054199147,0.03801771366419215,0.23517641743324066,0.15601181470342018,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard,temperature,0.7822051197911732,hot,3.0,False,False,-6.730475902557373,-9.625734329223633,-9.02991771697998,-8.638267517089844,-2.2994418144226074,0.5007983650338129,temp-v1-p015-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.7668668578341211,0.04239603193464318,0.07692811263669821,0.11380899759453754,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freezer air,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard,temperature,1.0730857753640495,cold,0.0,False,False,-5.726607799530029,-8.070759773254395,-5.8618903160095215,-7.401811122894287,0.1352825164794922,1.433172112498906,temp-v1-p015-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.4636782888650297,0.04447997087107491,0.4050086611000404,0.0868330791638549,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 15 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
