aligned_effect,alpha,base_ordered_score,control_id,delta_norm,direction_match,effect,expected_sign,full_size_aligned_effect,layer,match_abs_error,match_mode,method,patch_site,patched_entropy,patched_ordered_score,projected_delta_norm,projected_norm_fraction,rank,recovery_vs_size_full,repeat,size_delta_raw,size_delta_z,size_direction,size_donor_side,size_pair_id,size_recv_side,source_delta_raw,source_delta_z,source_direction,source_domain,source_donor_side,source_pair_id,source_recv_side
0.0,1.0,1.260793807928984,temperature-0006,0.0,0,0.0,1.0,-0.0050224498328772516,20,0.0,domain_z,sham,final_prompt_token,0.6072468879943037,1.260793807928984,0.0,0.0,0,-0.0,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,b,0.6931471805599453,0.7311330202095789,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,b
0.007959758016350182,1.0,1.260793807928984,temperature-0006,951.3394165039062,1,0.007959758016350182,1.0,-0.0050224498328772516,20,0.0,domain_z,size_pca,final_prompt_token,0.6179341404647547,1.2687535659453342,348.4584045410156,0.3662818952898761,5,-1.5848357437530065,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,b,0.6931471805599453,0.7311330202095789,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,b
-0.02471406677592558,1.0,1.1503897770775509,temperature-0007,951.3394165039062,0,0.02471406677592558,-1.0,-0.02471406677592558,20,0.0,domain_z,full_size,final_prompt_token,0.4878820898872658,1.1751038438534764,951.3394165039062,1.0,2560,1.0,0,-0.6931471805599453,-0.7311330202095789,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,a,-0.6931471805599453,-0.7311330202095789,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,a
-0.0,1.0,1.1503897770775509,temperature-0007,0.0,0,0.0,-1.0,-0.02471406677592558,20,0.0,domain_z,sham,final_prompt_token,0.4431666060313155,1.1503897770775509,0.0,0.0,0,0.0,0,-0.6931471805599453,-0.7311330202095789,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,a,-0.6931471805599453,-0.7311330202095789,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,a
-0.000604362805320946,1.0,1.1503897770775509,temperature-0007,951.3394165039062,0,0.000604362805320946,-1.0,-0.02471406677592558,20,0.0,domain_z,size_pca,final_prompt_token,0.44289607304039397,1.1509941398828718,348.4584045410156,0.3662818952898761,5,0.024454202976811033,0,-0.6931471805599453,-0.7311330202095789,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,a,-0.6931471805599453,-0.7311330202095789,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,a
0.27489270881802397,1.0,1.4880887896397976,temperature-0008,855.0486450195312,1,-0.27489270881802397,-1.0,0.27489270881802397,20,0.0,domain_z,full_size,final_prompt_token,0.546374140844091,1.2131960808217737,855.0486450195312,1.0,2560,1.0,0,-0.6931471805599453,-0.7311330202095792,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,b,-0.6931471805599453,-0.7311330202095792,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,b
-0.0,1.0,1.4880887896397976,temperature-0008,0.0,0,0.0,-1.0,0.27489270881802397,20,0.0,domain_z,sham,final_prompt_token,0.7569959788413058,1.4880887896397976,0.0,0.0,0,-0.0,0,-0.6931471805599453,-0.7311330202095792,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,b,-0.6931471805599453,-0.7311330202095792,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,b
0.2572489165553884,1.0,1.4880887896397976,temperature-0008,855.0486450195312,1,-0.2572489165553884,-1.0,0.27489270881802397,20,0.0,domain_z,size_pca,final_prompt_token,0.5739927877815145,1.2308398730844092,557.0589599609375,0.6514938807349528,5,0.9358157139252625,0,-0.6931471805599453,-0.7311330202095792,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,b,-0.6931471805599453,-0.7311330202095792,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,b
0.2279824318898349,1.0,1.1503897770775509,temperature-0009,855.0486450195312,1,0.2279824318898349,1.0,0.2279824318898349,20,0.0,domain_z,full_size,final_prompt_token,0.7078967481400462,1.3783722089673858,855.0486450195312,1.0,2560,1.0,0,0.6931471805599453,0.7311330202095792,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,a,0.6931471805599453,0.7311330202095792,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,a
0.0,1.0,1.1503897770775509,temperature-0009,0.0,0,0.0,1.0,0.2279824318898349,20,0.0,domain_z,sham,final_prompt_token,0.4431666060313155,1.1503897770775509,0.0,0.0,0,0.0,0,0.6931471805599453,0.7311330202095792,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,a,0.6931471805599453,0.7311330202095792,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,a
0.23668966395189117,1.0,1.1503897770775509,temperature-0009,855.0486450195312,1,0.23668966395189117,1.0,0.2279824318898349,20,0.0,domain_z,size_pca,final_prompt_token,0.7086725247923306,1.387079441029442,557.0589599609375,0.6514938807349528,5,1.0381925571627544,0,0.6931471805599453,0.7311330202095792,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,a,0.6931471805599453,0.7311330202095792,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,a
0.24074628310387824,1.0,1.4356069447348225,temperature-0010,1317.1561279296875,1,-0.24074628310387824,-1.0,0.24074628310387824,20,0.0,domain_z,full_size,final_prompt_token,0.5309261461868312,1.1948606616309443,1317.1561279296875,1.0,2560,1.0,0,-1.3862943611198906,-1.462266040419158,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,b,-1.3862943611198906,-1.462266040419158,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,b
-0.0,1.0,1.4356069447348225,temperature-0010,0.0,0,0.0,-1.0,0.24074628310387824,20,0.0,domain_z,sham,final_prompt_token,0.7516700396371012,1.4356069447348225,0.0,0.0,0,-0.0,0,-1.3862943611198906,-1.462266040419158,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,b,-1.3862943611198906,-1.462266040419158,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,b
0.28179364480606717,1.0,1.4356069447348225,temperature-0010,1317.1561279296875,1,-0.28179364480606717,-1.0,0.24074628310387824,20,0.0,domain_z,size_pca,final_prompt_token,0.4597010435252247,1.1538132999287554,952.7647094726562,0.7233498666329075,5,1.1705005002485445,0,-1.3862943611198906,-1.462266040419158,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,b,-1.3862943611198906,-1.462266040419158,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,b
0.25883075997282456,1.0,1.1694878619160765,temperature-0011,1317.1561279296875,1,0.25883075997282456,1.0,0.25883075997282456,20,0.0,domain_z,full_size,final_prompt_token,0.7465388746727531,1.428318621888901,1317.1561279296875,1.0,2560,1.0,0,1.3862943611198906,1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a,1.3862943611198906,1.462266040419158,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a
0.0,1.0,1.1694878619160765,temperature-0011,0.0,0,0.0,1.0,0.25883075997282456,20,0.0,domain_z,sham,final_prompt_token,0.49894064682845424,1.1694878619160765,0.0,0.0,0,0.0,0,1.3862943611198906,1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a,1.3862943611198906,1.462266040419158,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a
0.23934061164820553,1.0,1.1694878619160765,temperature-0011,1317.1561279296875,1,0.23934061164820553,1.0,0.25883075997282456,20,0.0,domain_z,size_pca,final_prompt_token,0.745883615639446,1.408828473564282,952.7647094726562,0.7233498666329075,5,0.9246992578213449,0,1.3862943611198906,1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a,1.3862943611198906,1.462266040419158,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a
0.23678482944026413,1.0,1.4356069447348225,temperature-0012,1036.6021728515625,1,-0.23678482944026413,-1.0,0.23678482944026413,20,0.0,domain_z,full_size,final_prompt_token,0.5409186050346677,1.1988221152945584,1036.6021728515625,1.0,2560,1.0,0,-2.0794415416798357,-2.193399060628737,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b,-2.0794415416798357,-2.193399060628737,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b
-0.0,1.0,1.4356069447348225,temperature-0012,0.0,0,0.0,-1.0,0.23678482944026413,20,0.0,domain_z,sham,final_prompt_token,0.7516700396371012,1.4356069447348225,0.0,0.0,0,-0.0,0,-2.0794415416798357,-2.193399060628737,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b,-2.0794415416798357,-2.193399060628737,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b
0.23552272938640306,1.0,1.4356069447348225,temperature-0012,1036.6021728515625,1,-0.23552272938640306,-1.0,0.23678482944026413,20,0.0,domain_z,size_pca,final_prompt_token,0.5387116328328209,1.2000842153484195,550.0662231445312,0.5306435173981626,5,0.9946698441076459,0,-2.0794415416798357,-2.193399060628737,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b,-2.0794415416798357,-2.193399060628737,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b
0.3254793770389959,1.0,1.2581363244531165,temperature-0013,1036.6021728515625,1,0.3254793770389959,1.0,0.3254793770389959,20,0.0,domain_z,full_size,final_prompt_token,0.7519273589467035,1.5836157014921124,1036.6021728515625,1.0,2560,1.0,0,2.0794415416798357,2.193399060628737,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a,2.0794415416798357,2.193399060628737,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a
0.0,1.0,1.2581363244531165,temperature-0013,0.0,0,0.0,1.0,0.3254793770389959,20,0.0,domain_z,sham,final_prompt_token,0.6216191214240597,1.2581363244531165,0.0,0.0,0,0.0,0,2.0794415416798357,2.193399060628737,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a,2.0794415416798357,2.193399060628737,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a
0.26046640618688777,1.0,1.2581363244531165,temperature-0013,1036.6021728515625,1,0.26046640618688777,1.0,0.3254793770389959,20,0.0,domain_z,size_pca,final_prompt_token,0.763466328167447,1.5186027306400043,550.0662231445312,0.5306435173981626,5,0.8002547152340197,0,2.0794415416798357,2.193399060628737,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a,2.0794415416798357,2.193399060628737,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a
-0.007762787848314856,1.0,1.3409138081377272,temperature-0014,769.1632080078125,0,-0.007762787848314856,1.0,-0.007762787848314856,20,0.0,domain_z,full_size,final_prompt_token,0.6774348122345842,1.3331510202894123,769.1632080078125,1.0,2560,1.0,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b,0.6931471805599453,0.7311330202095789,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b
0.0,1.0,1.3409138081377272,temperature-0014,0.0,0,0.0,1.0,-0.007762787848314856,20,0.0,domain_z,sham,final_prompt_token,0.6940658098973361,1.3409138081377272,0.0,0.0,0,-0.0,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b,0.6931471805599453,0.7311330202095789,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b
-0.03943288887922369,1.0,1.3409138081377272,temperature-0014,769.1632080078125,0,-0.03943288887922369,1.0,-0.007762787848314856,20,0.0,domain_z,size_pca,final_prompt_token,0.6562904494641708,1.3014809192585035,343.8095703125,0.4469917005039688,5,5.079732906494897,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b,0.6931471805599453,0.7311330202095789,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b
-0.022290428504617932,1.0,1.1864643274448154,temperature-0015,769.1632080078125,0,0.022290428504617932,-1.0,-0.022290428504617932,20,0.0,domain_z,full_size,final_prompt_token,0.5588281264002034,1.2087547559494334,769.1632080078125,1.0,2560,1.0,0,-0.6931471805599453,-0.7311330202095789,b_to_a,b,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,a,-0.6931471805599453,-0.7311330202095789,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,a
-0.0,1.0,1.1864643274448154,temperature-0015,0.0,0,0.0,-1.0,-0.022290428504617932,20,0.0,domain_z,sham,final_prompt_token,0.5177619557098354,1.1864643274448154,0.0,0.0,0,0.0,0,-0.6931471805599453,-0.7311330202095789,b_to_a,b,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,a,-0.6931471805599453,-0.7311330202095789,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,a
-0.03090287728651875,1.0,1.1864643274448154,temperature-0015,769.1632080078125,0,0.03090287728651875,-1.0,-0.022290428504617932,20,0.0,domain_z,size_pca,final_prompt_token,0.5661386973559527,1.2173672047313342,343.8095703125,0.4469917005039688,5,1.386374303217929,0,-0.6931471805599453,-0.7311330202095789,b_to_a,b,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,a,-0.6931471805599453,-0.7311330202095789,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,a
0.2797337662277255,1.0,1.5297244789057967,temperature-0016,964.3206787109375,1,-0.2797337662277255,-1.0,0.2797337662277255,20,0.0,domain_z,full_size,final_prompt_token,0.5981282750042846,1.2499907126780712,964.3206787109375,1.0,2560,1.0,0,-1.3862943611198908,-1.4622660404191583,a_to_b,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,b,-1.3862943611198908,-1.4622660404191583,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,b
-0.0,1.0,1.5297244789057967,temperature-0016,0.0,0,0.0,-1.0,0.2797337662277255,20,0.0,domain_z,sham,final_prompt_token,0.7865867742529153,1.5297244789057967,0.0,0.0,0,-0.0,0,-1.3862943611198908,-1.4622660404191583,a_to_b,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,b,-1.3862943611198908,-1.4622660404191583,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,b
