comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_mature,logscore_old,logscore_young,logscore_youthful,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_mature,prob_old,prob_young,prob_youthful,prompt,scale_type,side,source,standard_type,target,type,unit,value
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6786220362861258,youthful,1.0,False,False,-13.71512508392334,-9.170266151428223,-9.951099395751953,-14.628084182739258,-5.457818031311035,2.0541029727851026,age-v1_3b-p0003-a_domestic_dog-vs-a_horse,old,3.0,young_old,0.007211357234062086,0.6789286963860678,0.3109657772210954,0.002894169158774622,"If the normal lifespan for a domestic dog is 12 years, then someone aged 3 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.621246572057677,young,0.0,False,False,-15.701457977294922,-9.562807083129883,-10.482040405273438,-15.463117599487305,-0.9192333221435547,2.1422020476649792,age-v1_3b-p0003-a_domestic_dog-vs-a_horse,old,3.0,young_old,0.001537223290217701,0.7123922159388756,0.28411960750298976,0.001950953267916825,"If the normal lifespan for a horse is 28 years, then someone aged 3 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6786220362861258,youthful,1.0,False,False,-13.71512508392334,-9.170266151428223,-9.951099395751953,-14.628084182739258,-5.457818031311035,2.0541029727851026,age-v1_3b-p0003-a_domestic_dog-vs-a_human,old,3.0,young_old,0.007211357234062086,0.6789286963860678,0.3109657772210954,0.002894169158774622,"If the normal lifespan for a domestic dog is 12 years, then someone aged 3 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7155253272766673,young,0.0,False,False,-13.360040664672852,-8.883049964904785,-9.71570110321045,-12.841435432434082,-0.8326511383056641,2.0758290005844042,age-v1_3b-p0003-a_domestic_dog-vs-a_human,old,3.0,young_old,0.007757546979419105,0.6824278949752454,0.2967843363455053,0.013030221699830258,"If the normal lifespan for a human is 80 years, then someone aged 3 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a galapagos tortoise,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.3729264156575768,young,0.0,False,False,-13.890271186828613,-7.66408109664917,-9.72578239440918,-14.353321075439453,-2.0617012977600098,2.6583887228360266,age-v1_3b-p0003-a_galapagos_tortoise-vs-a_domestic_dog,old,3.0,young_old,0.0017488210463089775,0.8845968135240219,0.1125537252583261,0.0011006401713432046,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 3 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a galapagos tortoise,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6786220362861258,youthful,1.0,False,False,-13.71512508392334,-9.170266151428223,-9.951099395751953,-14.628084182739258,-5.457818031311035,2.0541029727851026,age-v1_3b-p0003-a_galapagos_tortoise-vs-a_domestic_dog,old,3.0,young_old,0.007211357234062086,0.6789286963860678,0.3109657772210954,0.002894169158774622,"If the normal lifespan for a domestic dog is 12 years, then someone aged 3 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a bowhead whale,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6118939480040032,young,0.0,False,False,-12.584962844848633,-7.743586540222168,-8.82783317565918,-13.598041534423828,-1.0842466354370117,2.2378347702763257,age-v1_3b-p0003-a_bowhead_whale-vs-a_domestic_dog,old,3.0,young_old,0.005853705668451623,0.7413339606670565,0.25068685672623897,0.0021254769382528325,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 3 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a bowhead whale,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6786220362861258,youthful,1.0,False,False,-13.71512508392334,-9.170266151428223,-9.951099395751953,-14.628084182739258,-5.457818031311035,2.0541029727851026,age-v1_3b-p0003-a_bowhead_whale-vs-a_domestic_dog,old,3.0,young_old,0.007211357234062086,0.6789286963860678,0.3109657772210954,0.002894169158774622,"If the normal lifespan for a domestic dog is 12 years, then someone aged 3 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic mouse,a horse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.8339404914429442,old,3.0,False,False,-11.348639488220215,-8.615877151489258,-8.977473258972168,-13.514691352844238,0.36159610748291016,1.7735616282757047,age-v1_3b-p0006-a_domestic_mouse-vs-a_horse,old,3.0,young_old,0.036764969941727885,0.5652724485820467,0.3937482388301166,0.004214342646108798,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6988178022520007,youthful,1.0,False,False,-15.603413581848145,-9.762520790100098,-10.183937072753906,-15.250874519348145,-5.488353729248047,1.8097784389479763,age-v1_3b-p0006-a_domestic_mouse-vs-a_horse,old,3.0,young_old,0.0017474269624751177,0.6012658546569744,0.39450069732844756,0.0024860210521029133,"If the normal lifespan for a horse is 28 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a human,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7135984853309225,young,0.0,False,False,-13.387283325195312,-8.865911483764648,-9.672772407531738,-12.91907024383545,-0.8068609237670898,2.061118530076207,age-v1_3b-p0006-a_human-vs-a_domestic_mouse,old,3.0,young_old,0.007374777188846223,0.6781968137063931,0.30264987452542524,0.011778534579335403,"If the normal lifespan for a human is 80 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a human,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.8339404914429442,old,3.0,False,False,-11.348639488220215,-8.615877151489258,-8.977473258972168,-13.514691352844238,0.36159610748291016,1.7735616282757047,age-v1_3b-p0006-a_human-vs-a_domestic_mouse,old,3.0,young_old,0.036764969941727885,0.5652724485820467,0.3937482388301166,0.004214342646108798,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a galapagos tortoise,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.47025952335982446,young,0.0,False,False,-13.66126823425293,-7.513792991638184,-9.136425971984863,-13.853283882141113,-1.6226329803466797,2.502361608516211,age-v1_3b-p0006-a_galapagos_tortoise-vs-a_domestic_mouse,old,3.0,young_old,0.001780493167171869,0.8324437306451192,0.16430634594119953,0.001469430246509361,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a galapagos tortoise,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.8339404914429442,old,3.0,False,False,-11.348639488220215,-8.615877151489258,-8.977473258972168,-13.514691352844238,0.36159610748291016,1.7735616282757047,age-v1_3b-p0006-a_galapagos_tortoise-vs-a_domestic_mouse,old,3.0,young_old,0.036764969941727885,0.5652724485820467,0.3937482388301166,0.004214342646108798,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a bowhead whale,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.8339404914429442,old,3.0,False,False,-11.348639488220215,-8.615877151489258,-8.977473258972168,-13.514691352844238,0.36159610748291016,1.7735616282757047,age-v1_3b-p0006-a_domestic_mouse-vs-a_bowhead_whale,old,3.0,young_old,0.036764969941727885,0.5652724485820467,0.3937482388301166,0.004214342646108798,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a bowhead whale,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6345851639630431,young,0.0,False,False,-11.9768705368042,-7.804940223693848,-8.91996955871582,-13.266511917114258,-1.1150293350219727,2.2522618821843676,age-v1_3b-p0006-a_domestic_mouse-vs-a_bowhead_whale,old,3.0,young_old,0.011444603256267723,0.7420737269286128,0.2433301749291259,0.0031514948859935796,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6988178022520007,youthful,1.0,False,False,-15.603413581848145,-9.762520790100098,-10.183937072753906,-15.250874519348145,-5.488353729248047,1.8097784389479763,age-v1_3b-p0006-a_horse-vs-a_human,old,3.0,young_old,0.0017474269624751177,0.6012658546569744,0.39450069732844756,0.0024860210521029133,"If the normal lifespan for a horse is 28 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7135984853309225,young,0.0,False,False,-13.387283325195312,-8.865911483764648,-9.672772407531738,-12.91907024383545,-0.8068609237670898,2.061118530076207,age-v1_3b-p0006-a_horse-vs-a_human,old,3.0,young_old,0.007374777188846223,0.6781968137063931,0.30264987452542524,0.011778534579335403,"If the normal lifespan for a human is 80 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6988178022520007,youthful,1.0,False,False,-15.603413581848145,-9.762520790100098,-10.183937072753906,-15.250874519348145,-5.488353729248047,1.8097784389479763,age-v1_3b-p0006-a_horse-vs-a_galapagos_tortoise,old,3.0,young_old,0.0017474269624751177,0.6012658546569744,0.39450069732844756,0.0024860210521029133,"If the normal lifespan for a horse is 28 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a horse,a galapagos tortoise,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.47025952335982446,young,0.0,False,False,-13.66126823425293,-7.513792991638184,-9.136425971984863,-13.853283882141113,-1.6226329803466797,2.502361608516211,age-v1_3b-p0006-a_horse-vs-a_galapagos_tortoise,old,3.0,young_old,0.001780493167171869,0.8324437306451192,0.16430634594119953,0.001469430246509361,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a bowhead whale,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6345851639630431,young,0.0,False,False,-11.9768705368042,-7.804940223693848,-8.91996955871582,-13.266511917114258,-1.1150293350219727,2.2522618821843676,age-v1_3b-p0006-a_bowhead_whale-vs-a_horse,old,3.0,young_old,0.011444603256267723,0.7420737269286128,0.2433301749291259,0.0031514948859935796,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 6 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a bowhead whale,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6988178022520007,youthful,1.0,False,False,-15.603413581848145,-9.762520790100098,-10.183937072753906,-15.250874519348145,-5.488353729248047,1.8097784389479763,age-v1_3b-p0006-a_bowhead_whale-vs-a_horse,old,3.0,young_old,0.0017474269624751177,0.6012658546569744,0.39450069732844756,0.0024860210521029133,"If the normal lifespan for a horse is 28 years, then someone aged 6 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,6 years,gradable_scalar,years,6
a domestic mouse,a domestic dog,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7944981452153878,old,3.0,False,False,-10.612428665161133,-7.947986125946045,-8.800880432128906,-12.971920013427734,0.8528943061828613,2.0938913999038316,age-v1_3b-p0010-a_domestic_mouse-vs-a_domestic_dog,old,3.0,young_old,0.04635139087256066,0.6656032942673621,0.28366657950345336,0.004378735356623874,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7164720473319023,mature,2.0,False,False,-13.300007820129395,-9.565746307373047,-10.366103172302246,-14.634431838989258,-3.7342615127563477,2.064468869288495,age-v1_3b-p0010-a_domestic_mouse-vs-a_domestic_dog,old,3.0,young_old,0.016149528810034584,0.6759724941920576,0.30362564790565444,0.004252329092253295,"If the normal lifespan for a domestic dog is 12 years, then someone aged 10 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a horse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7944981452153878,old,3.0,False,False,-10.612428665161133,-7.947986125946045,-8.800880432128906,-12.971920013427734,0.8528943061828613,2.0938913999038316,age-v1_3b-p0010-a_domestic_mouse-vs-a_horse,old,3.0,young_old,0.04635139087256066,0.6656032942673621,0.28366657950345336,0.004378735356623874,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.57204591460825,youthful,1.0,False,False,-14.857309341430664,-8.967101097106934,-10.157784461975098,-14.77066421508789,-5.803563117980957,2.296959331993176,age-v1_3b-p0010-a_domestic_mouse-vs-a_horse,old,3.0,young_old,0.0021120840371350114,0.7634773053208606,0.2321073626856808,0.0023032479563235165,"If the normal lifespan for a horse is 28 years, then someone aged 10 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a human,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7944981452153878,old,3.0,False,False,-10.612428665161133,-7.947986125946045,-8.800880432128906,-12.971920013427734,0.8528943061828613,2.0938913999038316,age-v1_3b-p0010-a_domestic_mouse-vs-a_human,old,3.0,young_old,0.04635139087256066,0.6656032942673621,0.28366657950345336,0.004378735356623874,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic mouse,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6559619665290807,young,0.0,False,False,-12.863662719726562,-8.759136199951172,-9.87611198425293,-13.39624309539795,-1.1169757843017578,2.248090348980709,age-v1_3b-p0010-a_domestic_mouse-vs-a_human,old,3.0,young_old,0.012189448936842222,0.7388517235407315,0.2418025470375958,0.007156280484830632,"If the normal lifespan for a human is 80 years, then someone aged 10 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a galapagos tortoise,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.5079448081963255,young,0.0,False,False,-14.18232536315918,-8.391563415527344,-9.879897117614746,-14.343618392944336,-1.4883337020874023,2.4433169027449897,age-v1_3b-p0010-a_galapagos_tortoise-vs-a_domestic_mouse,old,3.0,young_old,0.002481436983268381,0.8120807400210581,0.18332601428039483,0.002111808715278671,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a galapagos tortoise,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7944981452153878,old,3.0,False,False,-10.612428665161133,-7.947986125946045,-8.800880432128906,-12.971920013427734,0.8528943061828613,2.0938913999038316,age-v1_3b-p0010-a_galapagos_tortoise-vs-a_domestic_mouse,old,3.0,young_old,0.04635139087256066,0.6656032942673621,0.28366657950345336,0.004378735356623874,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 10 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a bowhead whale,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6048607503475862,young,0.0,False,False,-12.03434944152832,-7.79146671295166,-9.033552169799805,-13.372411727905273,-1.2420854568481445,2.3203481713430274,age-v1_3b-p0010-a_bowhead_whale-vs-a_domestic_mouse,old,3.0,young_old,0.010992376952729432,0.7651598428015501,0.22096389121280252,0.0028838890329179307,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a bowhead whale,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7944981452153878,old,3.0,False,False,-10.612428665161133,-7.947986125946045,-8.800880432128906,-12.971920013427734,0.8528943061828613,2.0938913999038316,age-v1_3b-p0010-a_bowhead_whale-vs-a_domestic_mouse,old,3.0,young_old,0.04635139087256066,0.6656032942673621,0.28366657950345336,0.004378735356623874,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 10 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.7164720473319023,mature,2.0,False,False,-13.300007820129395,-9.565746307373047,-10.366103172302246,-14.634431838989258,-3.7342615127563477,2.064468869288495,age-v1_3b-p0010-a_domestic_dog-vs-a_horse,old,3.0,young_old,0.016149528810034584,0.6759724941920576,0.30362564790565444,0.004252329092253295,"If the normal lifespan for a domestic dog is 12 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a domestic dog,a horse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.57204591460825,youthful,1.0,False,False,-14.857309341430664,-8.967101097106934,-10.157784461975098,-14.77066421508789,-5.803563117980957,2.296959331993176,age-v1_3b-p0010-a_domestic_dog-vs-a_horse,old,3.0,young_old,0.0021120840371350114,0.7634773053208606,0.2321073626856808,0.0023032479563235165,"If the normal lifespan for a horse is 28 years, then someone aged 10 years would best be called",relative_open_age,b,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
a human,a domestic dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,0.6559619665290807,young,0.0,False,False,-12.863662719726562,-8.759136199951172,-9.87611198425293,-13.39624309539795,-1.1169757843017578,2.248090348980709,age-v1_3b-p0010-a_human-vs-a_domestic_dog,old,3.0,young_old,0.012189448936842222,0.7388517235407315,0.2418025470375958,0.007156280484830632,"If the normal lifespan for a human is 80 years, then someone aged 10 years would best be called",relative_open_age,a,bierwisch_kennedy_age_v1_3_b,comparison_class_explicit,10 years,gradable_scalar,years,10
